UNITID,NPT4_PUB,NPT4_PRIV
366632,8205,NULL
366711,11029,NULL
366748,NULL,17813
366793,NULL,NULL
366960,NULL,22924
367024,NULL,21848
367051,NULL,8326
367088,NULL,13439
367103,NULL,12060
367112,NULL,19680
367158,NULL,17604
367334,NULL,13936
367361,NULL,12883
367431,NULL,12158
367459,6798,NULL
367875,8612,NULL
367884,NULL,19746
367936,NULL,20057
367954,NULL,NULL
367972,NULL,NULL
367981,NULL,23263
368036,NULL,14441
368230,NULL,14632
368364,12268,NULL
368407,10157,NULL
368443,NULL,24781
368452,NULL,22206
368540,NULL,14075
368629,NULL,20953
368647,1498,NULL
368771,NULL,31457
368780,NULL,14490
368832,NULL,21696
368911,2503,NULL
369002,NULL,NULL
369109,8985,NULL
369400,NULL,22239
369419,12100,NULL
369446,NULL,4914
369455,NULL,NULL
369516,NULL,20863
369659,NULL,NULL
369668,13068,NULL
369686,NULL,7620
369695,NULL,13035
369783,NULL,15991
369862,NULL,23116
369905,NULL,13523
369950,NULL,14831
371034,NULL,7962
371052,NULL,23288
371690,3460,NULL
371830,NULL,10881
371928,NULL,14320
371964,NULL,27245
372000,NULL,6218
372028,NULL,26734
372073,NULL,25690
372082,4276,NULL
372240,NULL,7703
372329,NULL,20825
372356,NULL,12771
372462,NULL,16099
372718,NULL,23471
372921,NULL,19576
372958,NULL,22505
373058,NULL,18910
373085,NULL,21675
373216,NULL,13013
373456,NULL,11997
373526,NULL,14182
373678,NULL,11308
373696,NULL,23898
373711,20231,NULL
373784,NULL,17314
374024,NULL,NULL
374316,NULL,17041
374343,NULL,11860
374574,NULL,26990
374592,14406,NULL
374875,NULL,21125
374927,NULL,16452
374972,NULL,13465
374990,NULL,22320
375106,NULL,15686
375230,NULL,8488
375300,NULL,12274
375319,NULL,13539
375373,15869,NULL
375407,18799,NULL
375416,NULL,20119
375489,NULL,NULL
375540,NULL,10546
375568,2518,NULL
375656,4547,NULL
375683,3908,NULL
375692,NULL,NULL
375708,3494,NULL
375717,4036,NULL
375726,7471,NULL
375735,8350,NULL
375744,7364,NULL
375753,3028,NULL
375762,10550,NULL
375939,NULL,16622
375966,17991,NULL
375984,NULL,16078
376224,NULL,6096
376242,NULL,8247
376288,NULL,5652
376321,NULL,4377
376330,NULL,5685
376385,NULL,5954
376446,NULL,12853
376631,NULL,12338
376677,NULL,8767
376695,3716,NULL
377111,NULL,22372
377193,NULL,NULL
377218,NULL,23391
377272,NULL,10785
377281,NULL,10987
377315,NULL,12236
377342,NULL,23149
377449,NULL,24630
377458,NULL,24861
377485,2525,NULL
377546,NULL,23534
377555,8893,NULL
377564,7953,NULL
377652,NULL,25260
377661,NULL,25100
377670,NULL,25161
377722,NULL,17629
377759,NULL,14940
378105,NULL,21445
378576,NULL,22299
378886,NULL,13283
378956,NULL,21402
379621,18922,NULL
379746,NULL,12578
379782,NULL,15715
380067,NULL,3971
380359,5159,NULL
380368,9541,NULL
380377,8679,NULL
380438,NULL,18141
380456,NULL,11113
380465,NULL,15063
380474,NULL,22532
381255,NULL,11750
381282,NULL,11203
381325,NULL,9726
381352,NULL,NULL
381361,NULL,32897
381370,NULL,14771
381404,NULL,16768
381459,NULL,NULL
381486,NULL,12023
381699,NULL,11240
381732,NULL,28376
381866,NULL,23308
381945,NULL,13593
382063,NULL,NULL
382258,16147,NULL
382267,NULL,12831
382416,7985,NULL
382461,NULL,17206
382504,NULL,16115
382771,NULL,21240
382780,NULL,12893
382896,NULL,20271
382902,NULL,16870
382911,3132,NULL
382957,NULL,22740
383020,NULL,NULL
383084,5194,NULL
383163,NULL,20295
383172,NULL,1702
383190,11715,NULL
383279,NULL,37991
383297,NULL,26873
383312,6326,NULL
383330,16228,NULL
383367,10821,NULL
383464,NULL,7102
383525,13710,NULL
383765,NULL,15865
383792,NULL,4497
383950,NULL,22637
383996,9110,NULL
384236,NULL,25200
384245,NULL,24211
384254,NULL,39510
384306,NULL,NULL
384333,6901,NULL
384342,9042,NULL
384412,NULL,20829
384421,NULL,9937
385132,NULL,13965
385503,NULL,28967
385549,NULL,18540
385619,NULL,27092
386153,NULL,14102
386472,NULL,20955
387819,NULL,5162
387925,NULL,23230
388043,NULL,21547
388520,NULL,13029
388663,NULL,8298
389727,NULL,23406
389860,13803,NULL
390701,NULL,NULL
390905,7371,NULL
391005,NULL,14828
391546,NULL,NULL
391759,NULL,NULL
392257,NULL,25443
392354,NULL,28375
392415,NULL,19899
392840,NULL,31603
393524,NULL,8223
393649,NULL,24403
393861,NULL,NULL
395362,6766,NULL
395690,NULL,24048
397942,NULL,27314
398130,NULL,20774
399212,4330,NULL
399869,NULL,25585
399911,NULL,13854
400080,NULL,23154
400187,NULL,NULL
401223,NULL,15190
401250,NULL,NULL
401481,NULL,9199
401764,NULL,9092
402563,NULL,20677
402776,NULL,27755
402800,NULL,15256
403469,2835,NULL
403478,2121,NULL
403487,2808,NULL
404037,NULL,12389
404055,NULL,27940
404222,NULL,NULL
404338,NULL,31518
404365,NULL,19299
404374,NULL,19366
404383,NULL,19466
404426,11409,NULL
404684,NULL,3122
404718,NULL,14793
404806,NULL,4718
404912,NULL,19595
404994,NULL,25882
405012,NULL,13357
405021,NULL,12412
405058,NULL,8356
405076,NULL,25592
405748,3335,NULL
405854,NULL,16774
405872,4864,NULL
405997,NULL,14010
406024,NULL,24709
406033,NULL,NULL
406149,NULL,22111
406325,19015,NULL
406413,NULL,20073
406422,13521,NULL
406486,NULL,23691
406495,NULL,13850
406547,NULL,19164
407009,8481,NULL
407054,NULL,22862
407090,NULL,22236
407142,NULL,11213
407151,NULL,11044
407179,NULL,15695
407328,NULL,24544
407355,NULL,14059
407391,NULL,NULL
407407,NULL,32465
407425,NULL,17010
407434,NULL,12574
407461,7371,NULL
407470,NULL,14843
407489,10401,NULL
407513,NULL,NULL
407522,4105,NULL
407568,NULL,13796
407577,17362,NULL
407595,20135,NULL
407601,5781,NULL
407610,NULL,NULL
407629,NULL,NULL
407683,NULL,16198
407708,NULL,14433
407735,NULL,12742
407832,NULL,NULL
408039,NULL,NULL
408066,NULL,14570
408163,NULL,16374
408385,NULL,23323
408729,NULL,8085
408844,NULL,21127
408862,NULL,15100
409032,NULL,13722
409120,20468,NULL
409193,NULL,6494
409254,NULL,NULL
409315,2096,NULL
409537,NULL,NULL
409591,11980,NULL
409616,NULL,NULL
409698,11167,NULL
410283,NULL,NULL
410496,NULL,13377
410502,NULL,27337
410797,NULL,22669
410964,NULL,33257
411684,NULL,25035
411754,NULL,NULL
412173,NULL,20571
412535,23174,NULL
412544,NULL,25371
412599,NULL,19667
413176,4527,NULL
413343,NULL,4640
413413,NULL,15667
413617,NULL,4680
413626,10409,NULL
413680,NULL,22739
413778,NULL,17676
413802,9681,NULL
413820,NULL,9924
413893,NULL,27088
413945,NULL,15266
413972,NULL,12836
414063,NULL,17538
414124,NULL,18010
414461,NULL,10858
414489,NULL,14141
414540,NULL,17531
414595,NULL,28924
414823,NULL,24188
414869,NULL,15553
414878,NULL,16645
414911,6281,NULL
414939,NULL,26363
414966,NULL,NULL
415039,NULL,14992
415057,NULL,25797
415729,NULL,NULL
415987,NULL,24203
416458,NULL,19878
416670,NULL,13456
416801,NULL,NULL
417008,NULL,15496
417062,NULL,9219
417105,2752,NULL
417123,13150,NULL
417248,NULL,NULL
417318,NULL,NULL
417327,NULL,18774
417381,NULL,14021
417406,NULL,19097
417442,13328,NULL
417503,NULL,13254
417549,NULL,19143
417600,NULL,16533
417628,11374,NULL
417637,12531,NULL
417646,17969,NULL
417655,NULL,NULL
417673,4206,NULL
417682,25656,NULL
417716,19519,NULL
417725,NULL,4726
417734,NULL,30163
417752,NULL,16824
417789,NULL,13204
417804,NULL,19639
417831,7089,NULL
417840,NULL,26833
417868,13903,NULL
417886,15279,NULL
417910,27788,NULL
417983,NULL,NULL
417992,22892,NULL
418001,18338,NULL
418010,12229,NULL
418029,13958,NULL
418038,20863,NULL
418056,16934,NULL
418065,15605,NULL
418083,19623,NULL
418126,NULL,20745
418171,NULL,23590
418199,6382,NULL
418205,NULL,NULL
418223,11648,NULL
418250,10159,NULL
418269,NULL,23020
418278,NULL,NULL
418296,5858,NULL
418302,6560,NULL
418320,4815,NULL
418339,NULL,NULL
418348,6261,NULL
418357,1029,NULL
418409,12419,NULL
418427,14506,NULL
418445,14258,NULL
418454,12894,NULL
418481,18734,NULL
418515,16193,NULL
418524,14563,NULL
418533,11873,NULL
418542,14663,NULL
418560,15690,NULL
418588,14773,NULL
418603,11449,NULL
418612,16863,NULL
418658,NULL,14415
418755,NULL,8365
418764,NULL,4984
418773,NULL,10649
418782,NULL,5815
418870,NULL,19067
418889,NULL,18281
418913,NULL,4365
418968,NULL,12254
419031,4444,NULL
419095,NULL,NULL
419147,NULL,22621
419183,NULL,19505
419217,NULL,4912
419226,NULL,NULL
419235,NULL,10464
419244,NULL,19271
419253,NULL,22455
419271,NULL,17118
419280,NULL,9412
419332,NULL,NULL
419341,NULL,16933
419411,NULL,22005
419420,2977,NULL
419457,NULL,NULL
419484,12765,NULL
419633,NULL,11706
419660,NULL,22682
419703,NULL,6168
419712,NULL,5510
419721,NULL,6601
420024,NULL,23535
420042,NULL,14752
420103,NULL,22636
420130,NULL,28105
420246,NULL,NULL
420255,NULL,4543
420307,NULL,29708
420316,NULL,30901
420325,NULL,3582
420343,NULL,15913
420370,NULL,22416
420398,6977,NULL
420431,3382,NULL
420440,8543,NULL
420459,NULL,NULL
420468,15734,NULL
420538,11369,NULL
420556,8358,NULL
420574,11059,NULL
420608,NULL,22204
420705,NULL,NULL
420723,6587,NULL
420866,NULL,21829
420981,NULL,9965
421513,NULL,15782
421540,9670,NULL
421559,4587,NULL
421610,NULL,4858
421665,NULL,NULL
421708,NULL,22534
421717,10774,NULL
421771,NULL,14640
421832,NULL,25179
421841,NULL,36494
421878,NULL,20187
421896,NULL,6196
422190,NULL,16586
422695,NULL,15778
422835,NULL,13443
423120,NULL,10746
423397,NULL,7390
423643,NULL,NULL
423652,5935,NULL
425250,NULL,15926
425889,NULL,16598
425986,NULL,18263
426314,NULL,19648
427308,NULL,15494
427335,NULL,7152
427894,NULL,18633
427973,NULL,25721
427982,NULL,27062
427991,7819,NULL
428000,NULL,NULL
428019,NULL,NULL
428055,NULL,6014
428125,NULL,7488
428143,NULL,29848
428170,NULL,27339
428259,NULL,NULL
428268,NULL,18378
428286,NULL,17826
428392,5441,NULL
428444,NULL,20736
429012,NULL,103069
429085,NULL,NULL
429094,NULL,NULL
429128,NULL,4203
430096,NULL,17039
430157,NULL,23782
430166,NULL,25988
430184,NULL,23328
430218,NULL,14824
430227,NULL,14932
430245,NULL,24493
430254,NULL,20795
430306,NULL,16524
430342,NULL,16618
430403,NULL,28138
430485,NULL,39502
430564,NULL,16406
430582,NULL,9083
430670,NULL,7269
430704,NULL,NULL
430795,1960,NULL
430810,NULL,28458
430883,19350,NULL
430908,13064,NULL
430935,NULL,2586
430971,10298,NULL
431017,4463,NULL
431071,NULL,21322
431099,NULL,15789
431105,26007,NULL
431123,NULL,6234
431141,NULL,20876
431169,4218,NULL
431187,NULL,NULL
431196,12653,NULL
431266,NULL,NULL
431275,11343,NULL
431284,NULL,12702
431558,NULL,NULL
431594,NULL,NULL
431600,NULL,23427
431628,NULL,NULL
431691,8756,NULL
431716,7514,NULL
431770,15206,NULL
431886,NULL,21180
431929,NULL,5499
431956,NULL,22582
431965,NULL,16520
431983,NULL,9362
432074,7392,NULL
432117,NULL,18114
432223,NULL,13875
432241,NULL,NULL
432269,NULL,14578
432302,NULL,21513
432348,NULL,NULL
432357,NULL,NULL
432384,NULL,21071
432524,NULL,29508
433004,NULL,15138
433013,NULL,26153
433040,15093,NULL
433068,11380,NULL
433101,NULL,25900
433138,11943,NULL
433165,NULL,NULL
433174,16963,NULL
433387,NULL,NULL
433420,NULL,17909
433466,NULL,14474
433536,NULL,24494
433563,NULL,28471
433660,15376,NULL
433970,NULL,21371
434016,14151,NULL
434061,9137,NULL
434140,NULL,22269
434159,NULL,15751
434274,NULL,6524
434283,NULL,6429
434292,NULL,5863
434308,NULL,19362
434344,NULL,22735
434362,NULL,11614
434432,NULL,21229
434441,NULL,NULL
434469,NULL,19709
434496,NULL,11989
434520,NULL,16916
434539,NULL,17560
434584,7451,NULL
434672,8792,NULL
434690,NULL,26338
434715,NULL,NULL
434751,NULL,12275
434821,NULL,22515
434830,NULL,11243
434900,NULL,5073
434937,NULL,1500
434973,NULL,NULL
435000,NULL,NULL
436003,NULL,15198
436012,NULL,3097
436021,NULL,NULL
436030,NULL,17456
436067,NULL,5510
436094,NULL,20147
436100,NULL,11901
436191,NULL,18512
436261,NULL,NULL
436270,NULL,21295
436304,8393,NULL
436429,NULL,29685
436438,NULL,23807
436465,NULL,6110
436483,NULL,NULL
436553,NULL,4550
436599,NULL,36818
436614,NULL,16698
436632,NULL,13865
436641,NULL,16708
436650,NULL,19126
436775,NULL,16325
436818,8224,NULL
436827,9617,NULL
436836,7280,NULL
437060,NULL,18875
437097,NULL,NULL
437103,9095,NULL
437237,NULL,16313
437316,NULL,NULL
437325,NULL,NULL
437556,NULL,19931
437608,NULL,10836
437635,NULL,19681
437705,NULL,2109
437723,NULL,1105
437732,NULL,21319
437750,NULL,27555
437769,NULL,16536
437778,NULL,17275
437857,NULL,14541
437936,NULL,18026
438151,NULL,29274
438179,NULL,28848
438212,NULL,17619
438221,NULL,18357
438258,NULL,20179
438267,NULL,20042
438285,NULL,23315
438337,NULL,4850
438498,NULL,22565
438504,NULL,17185
438586,NULL,19752
438647,NULL,18314
438674,NULL,17959
438708,6218,NULL
438735,NULL,26381
438805,NULL,18549
438869,NULL,NULL
438984,NULL,7253
439020,NULL,NULL
439057,NULL,NULL
439118,NULL,21888
439127,NULL,21819
439145,9132,NULL
439190,9761,NULL
439288,NULL,23859
439297,NULL,NULL
439367,NULL,24082
439394,NULL,23146
439446,NULL,NULL
439455,NULL,31611
439473,NULL,10010
439482,NULL,23867
439491,NULL,22102
439507,NULL,15283
439570,NULL,17678
439613,NULL,11914
439622,8457,NULL
439668,NULL,NULL
439686,NULL,19873
439701,NULL,22942
439738,NULL,22651
439747,NULL,NULL
439774,NULL,10039
439783,NULL,NULL
439792,NULL,23875
439817,NULL,NULL
439844,NULL,8081
439862,NULL,9024
439871,NULL,23171
439899,NULL,14139
439905,NULL,22800
439914,NULL,NULL
439932,NULL,5465
439969,NULL,20324
439996,NULL,23161
440004,NULL,NULL
440031,NULL,NULL
440059,NULL,23284
440101,NULL,14386
440174,NULL,9546
440217,7718,NULL
440226,NULL,8695
440262,NULL,23590
440271,NULL,20720
440323,NULL,22693
440332,NULL,18357
440341,NULL,21113
440396,NULL,NULL
440402,9512,NULL
440411,NULL,NULL
440420,NULL,NULL
440457,NULL,NULL
440466,NULL,NULL
440651,NULL,6277
440721,1972,NULL
440730,18233,NULL
440749,NULL,10889
440758,NULL,NULL
440767,NULL,NULL
440776,NULL,8786
440794,NULL,23525
440819,NULL,NULL
440828,15150,NULL
440855,NULL,21671
440873,NULL,17887
440882,NULL,19996
440891,NULL,19359
440916,NULL,NULL
440952,NULL,15246
440989,NULL,10083
441016,NULL,14214
441025,NULL,21863
441052,NULL,22359
441070,6601,NULL
441089,NULL,26619
441104,NULL,NULL
441131,NULL,NULL
441168,NULL,15924
441210,6168,NULL
441229,NULL,30336
441238,NULL,NULL
441256,NULL,9875
441308,NULL,NULL
441362,NULL,18367
441371,NULL,26238
441380,NULL,17433
441414,10320,NULL
441423,NULL,19560
441478,NULL,NULL
441487,NULL,18443
441496,NULL,24704
441502,NULL,25279
441511,NULL,10243
441548,NULL,24134
441575,NULL,8801
441593,15876,NULL
441609,NULL,NULL
441618,NULL,19109
441636,NULL,15902
441645,NULL,13030
441663,NULL,26694
441672,5133,NULL
441690,NULL,6444
441706,NULL,5288
441742,NULL,23218
441760,9767,NULL
441788,NULL,23595
441830,NULL,16317
441858,NULL,20284
441876,NULL,13702
441900,13805,NULL
441919,NULL,27451
441928,NULL,27394
441937,15491,NULL
441973,NULL,20547
441982,NULL,24903
442064,NULL,NULL
442073,NULL,26819
442134,NULL,17933
442161,NULL,15258
442213,NULL,NULL
442222,NULL,22555
442240,NULL,14960
442295,NULL,NULL
442329,NULL,26760
442356,NULL,36054
442383,NULL,13200
442392,NULL,NULL
442408,NULL,19146
442426,NULL,NULL
442435,NULL,12529
442523,NULL,4981
442569,NULL,11086
442602,NULL,20400
442611,NULL,21290
442620,NULL,18253
442639,NULL,19769
442657,NULL,18864
442718,NULL,NULL
442727,NULL,23298
442781,6532,NULL
442806,NULL,NULL
442815,NULL,18481
442842,NULL,25450
442879,NULL,31108
442888,NULL,14278
442897,NULL,NULL
442930,NULL,23781
442949,NULL,NULL
442967,NULL,18661
442976,NULL,10813
442985,NULL,18780
443021,NULL,1696
443030,NULL,NULL
443049,NULL,NULL
443058,NULL,11548
443076,NULL,NULL
443100,NULL,10492
443128,NULL,NULL
443137,NULL,26207
443146,NULL,13460
443173,NULL,11223
443207,NULL,18591
443216,NULL,19200
443225,NULL,21190
443234,NULL,15921
443252,NULL,8496
443261,NULL,24398
443289,NULL,17756
443298,NULL,11478
443322,NULL,12428
443331,NULL,39031
443340,NULL,13540
443377,NULL,18980
443395,NULL,NULL
443410,NULL,35538
443483,NULL,22970
443492,8948,NULL
443544,NULL,NULL
443562,NULL,5085
443571,NULL,16076
443599,NULL,21146
443632,NULL,23686
443641,NULL,23733
443650,NULL,21311
443669,NULL,19773
443678,NULL,15587
443696,NULL,11849
443702,NULL,NULL
443748,NULL,12670
443766,NULL,21929
443784,NULL,21472
443827,NULL,19525
443836,NULL,23054
443854,NULL,21499
443951,NULL,4061
443979,NULL,12938
444024,NULL,21129
444051,NULL,11247
444088,NULL,27702
444103,NULL,NULL
444130,NULL,NULL
444194,NULL,5896
444200,NULL,22397
444219,4946,NULL
444228,NULL,13719
444255,NULL,20698
444264,NULL,9570
444282,NULL,15379
444291,NULL,13865
444307,NULL,15619
444316,NULL,7575
444325,NULL,15667
444334,NULL,22606
444343,NULL,22596
444361,NULL,12201
444370,NULL,21820
444398,NULL,8204
444404,NULL,11579
444413,NULL,9205
444440,NULL,12941
444468,NULL,10964
444486,NULL,13562
444510,NULL,21638
444529,NULL,8798
444547,NULL,NULL
444556,NULL,16186
444565,NULL,26104
444583,NULL,15351
444592,NULL,10942
444608,NULL,10580
444635,NULL,NULL
444644,NULL,24341
444662,NULL,15345
444671,NULL,3878
444680,NULL,8796
444699,NULL,NULL
444714,NULL,17405
444732,NULL,3589
444778,NULL,24247
444787,NULL,35873
444796,NULL,27031
444811,NULL,23909
444857,NULL,16529
444866,NULL,24119
444893,NULL,22375
444936,NULL,15576
444945,NULL,24224
444954,7515,NULL
444972,NULL,25524
444990,NULL,NULL
445027,NULL,12156
445054,NULL,NULL
445090,NULL,24639
445133,NULL,16835
445188,13226,NULL
445203,NULL,19700
445212,NULL,16151
445230,NULL,18647
445249,NULL,24885
445258,NULL,23638
445267,NULL,NULL
445300,NULL,16776
445328,NULL,20441
445364,NULL,25702
445391,NULL,NULL
445434,NULL,20026
445461,NULL,14936
445498,NULL,5240
445540,NULL,11366
445559,NULL,19241
445577,NULL,23048
445638,NULL,13869
445647,NULL,16005
445656,NULL,17232
445692,NULL,25375
445708,NULL,26894
445726,NULL,20908
445735,NULL,NULL
445744,NULL,22794
445762,NULL,25561
445780,NULL,12102
445799,NULL,18186
445841,NULL,15273
445850,NULL,17983
445869,NULL,NULL
445911,NULL,18798
445948,NULL,16652
445957,NULL,NULL
446002,NULL,NULL
446039,NULL,NULL
446048,NULL,19129
446084,NULL,NULL
446093,NULL,19610
446109,NULL,23784
446118,NULL,25228
446127,NULL,18796
446136,NULL,24181
446163,NULL,5468
446206,11230,NULL
446224,NULL,NULL
446233,NULL,19380
446242,NULL,10489
446251,NULL,8928
446260,NULL,14997
446288,NULL,19026
446303,NULL,14195
446349,10473,NULL
446385,NULL,34048
446394,NULL,NULL
446455,NULL,16321
446516,NULL,3022
446525,NULL,37605
446534,NULL,8519
446552,NULL,19370
446561,NULL,25251
446589,NULL,19700
446598,NULL,23690
446604,NULL,7951
446613,NULL,NULL
446640,NULL,15167
446677,NULL,28451
446774,7359,NULL
446808,NULL,NULL
446880,NULL,20186
446996,NULL,17418
447014,NULL,16323
447023,NULL,16981
447050,NULL,20498
447102,NULL,24644
447120,NULL,24091
447148,NULL,12418
447166,NULL,12509
447175,NULL,15291
447209,NULL,21264
447263,NULL,25463
447272,NULL,22481
447290,NULL,NULL
447379,NULL,27814
447403,NULL,18910
447421,NULL,16139
447430,NULL,17390
447449,NULL,6646
447458,NULL,30251
447467,NULL,23436
447476,NULL,19976
447494,NULL,19324
447519,NULL,21279
447582,6776,NULL
447591,NULL,23824
447607,NULL,25027
447616,NULL,23451
447634,NULL,21887
447689,13080,NULL
447698,NULL,NULL
447704,NULL,15324
447713,NULL,NULL
447722,NULL,16757
447731,NULL,13859
447759,NULL,15063
447768,NULL,29720
447777,NULL,21843
447795,NULL,15228
447801,NULL,NULL
447810,NULL,26538
447847,NULL,92772
447865,NULL,13843
447874,NULL,30108
447883,NULL,14961
447892,NULL,20404
447908,NULL,14773
447917,NULL,8549
447935,NULL,21699
447953,NULL,24192
447962,NULL,13692
447971,NULL,15720
447980,NULL,12759
447999,NULL,18731
448008,NULL,9037
448017,NULL,16478
448026,NULL,14595
448044,NULL,12271
448071,NULL,27811
448123,NULL,10935
448150,NULL,11804
448196,NULL,19343
448220,NULL,15103
448239,NULL,NULL
448248,NULL,NULL
448257,NULL,15495
448275,NULL,17975
448284,NULL,20290
448309,NULL,19526
448345,NULL,19982
448354,NULL,20136
448424,NULL,10419
448433,NULL,22039
448567,NULL,NULL
448576,NULL,20158
448585,NULL,22446
448594,8411,NULL
448600,NULL,15390
448619,NULL,17050
448646,NULL,24873
448664,NULL,20377
448673,NULL,18067
448691,NULL,NULL
448707,NULL,12246
448716,NULL,15723
448734,NULL,18847
448752,NULL,27227
448761,NULL,27803
448770,NULL,13105
448798,NULL,12381
448840,12086,NULL
448859,NULL,19295
448886,10936,NULL
448895,NULL,17878
448974,NULL,28388
448983,NULL,19993
449010,NULL,21900
449038,NULL,23947
449074,NULL,20710
449083,NULL,16290
449092,NULL,11678
449117,NULL,21333
449135,NULL,5497
449144,NULL,6015
449250,NULL,21280
449269,NULL,21587
449311,NULL,28245
449320,NULL,20815
449339,NULL,10284
449348,NULL,NULL
449357,20845,NULL
449366,NULL,29750
449384,NULL,46097
449393,NULL,11207
449445,NULL,23808
449454,NULL,NULL
449463,NULL,11230
449472,NULL,17683
449481,NULL,NULL
449490,NULL,22999
449506,NULL,15781
449524,NULL,23284
449533,NULL,17808
449597,NULL,9027
449603,NULL,13935
449612,NULL,20598
449658,NULL,6869
449667,NULL,21332
449676,NULL,22093
449685,NULL,7654
449700,NULL,22799
449719,NULL,16461
449728,NULL,8399
449764,NULL,25147
449773,NULL,12350
449782,NULL,13546
449807,NULL,11131
449816,NULL,NULL
449834,NULL,NULL
449852,NULL,14220
449861,NULL,17593
449870,NULL,12414
449889,NULL,NULL
449898,NULL,24766
449904,NULL,17321
449922,NULL,NULL
449931,NULL,19810
449959,NULL,19241
449968,NULL,22379
449977,NULL,14318
449986,NULL,17500
449995,NULL,16938
450003,NULL,NULL
450021,NULL,24294
450058,NULL,25537
450067,NULL,21957
450076,NULL,22808
450085,NULL,25256
450094,NULL,18771
450119,NULL,23873
450128,NULL,24736
450182,NULL,23881
450191,NULL,29755
450289,NULL,28973
450298,NULL,21965
450304,NULL,NULL
450377,NULL,24836
450395,NULL,13587
450401,NULL,19558
450456,NULL,NULL
450483,NULL,NULL
450526,NULL,NULL
450535,NULL,18561
450544,NULL,26627
450571,NULL,17889
450599,NULL,14429
450605,NULL,15808
450614,NULL,14633
450632,NULL,NULL
450641,NULL,10309
450650,NULL,13338
450696,NULL,19087
450702,NULL,20624
450711,NULL,7339
450720,NULL,18494
450757,NULL,10598
450766,NULL,NULL
450933,NULL,10853
450942,NULL,NULL
450951,NULL,31216
450960,NULL,19002
450979,NULL,13431
450988,NULL,15912
451006,NULL,20137
451033,NULL,NULL
451042,NULL,11711
451051,NULL,NULL
451079,NULL,NULL
451097,NULL,7331
451103,NULL,20317
451121,NULL,20113
451130,NULL,NULL
451149,NULL,20732
451158,NULL,17656
451167,NULL,11479
451194,NULL,13534
451228,NULL,28410
451237,NULL,10036
451255,NULL,16145
451264,NULL,21760
451282,NULL,17195
451291,NULL,NULL
451307,NULL,15654
451334,NULL,21358
451343,NULL,21028
451352,NULL,25444
451370,NULL,18131
451398,NULL,2949
451404,NULL,2522
451413,NULL,47365
451459,11984,NULL
451468,NULL,17668
451477,NULL,31136
451495,NULL,24553
451501,NULL,11987
451510,NULL,NULL
451529,NULL,9436
451538,NULL,10282
451547,NULL,8320
451556,NULL,17776
451565,NULL,15754
451574,NULL,12838
451583,NULL,NULL
451617,NULL,12394
451626,NULL,10688
451635,NULL,26464
451644,NULL,NULL
451653,NULL,NULL
451662,NULL,20960
451671,8535,NULL
451699,NULL,NULL
451714,NULL,18535
451741,NULL,6132
451750,NULL,13643
451796,NULL,17869
451820,NULL,24221
451857,NULL,20686
451866,NULL,21310
451875,NULL,NULL
451884,NULL,NULL
451909,NULL,16944
451918,NULL,14510
452009,NULL,10523
452027,NULL,24067
452072,NULL,20130
452081,NULL,19481
452090,NULL,NULL
452106,1389,NULL
452115,NULL,28428
452124,NULL,27011
452373,NULL,21252
452887,NULL,18435
452948,NULL,26369
453109,NULL,18143
453163,NULL,24779
453215,NULL,NULL
453455,NULL,NULL
453464,NULL,18239
453552,NULL,18665
453756,NULL,22810
453792,NULL,12500
453817,NULL,17926
454184,NULL,32222
454227,NULL,22359
454236,NULL,25443
454245,NULL,24305
454306,NULL,22672
454458,NULL,19864
454537,NULL,10297
454546,NULL,13590
454555,NULL,17199
454573,NULL,16640
454582,NULL,NULL
454607,NULL,17846
454616,NULL,25511
454625,NULL,30239
454652,NULL,17206
454689,NULL,NULL
454698,NULL,22247
454722,NULL,11193
454759,NULL,21364
454768,NULL,17390
454777,NULL,24883
454786,NULL,11284
454795,NULL,31340
454801,NULL,21860
454810,NULL,23709
454829,NULL,NULL
454838,NULL,NULL
454847,NULL,4850
454856,NULL,NULL
454865,NULL,20037
454874,NULL,14171
454883,NULL,18929
454908,NULL,23758
454917,NULL,23459
454926,NULL,17264
454935,NULL,7253
454944,NULL,14438
454953,NULL,11579
454962,NULL,9138
454971,NULL,14023
454980,NULL,16334
454999,NULL,17613
455008,NULL,14419
455017,NULL,12051
455026,NULL,38940
455035,NULL,NULL
455053,NULL,19440
455062,NULL,NULL
455071,NULL,NULL
455080,NULL,14781
455099,NULL,NULL
455105,NULL,5993
455114,6281,NULL
455141,NULL,18959
455178,NULL,NULL
455187,NULL,9861
455196,NULL,24669
455202,NULL,NULL
455211,NULL,14379
455220,NULL,9347
455239,NULL,17028
455257,NULL,12986
455275,NULL,20723
455284,NULL,18387
455327,NULL,17513
455336,NULL,18973
455345,NULL,24767
455354,NULL,13686
455381,NULL,18028
455406,NULL,NULL
455433,NULL,NULL
455460,NULL,16057
455479,NULL,25598
455488,NULL,18461
455512,5222,NULL
455558,NULL,28466
455567,NULL,19473
455600,NULL,NULL
455619,NULL,NULL
455628,NULL,26570
455655,NULL,21527
455664,NULL,NULL
455707,NULL,NULL
455716,NULL,30247
455725,NULL,16941
455734,NULL,15382
455752,NULL,15837
455761,NULL,14836
455770,NULL,21638
455798,NULL,12360
455804,NULL,NULL
455813,NULL,NULL
455831,NULL,21507
455840,NULL,20602
455859,NULL,13589
455868,NULL,17391
455877,NULL,22728
455886,NULL,15830
