UNITID,NPT4_PRIV,NPT4_PUB,TUITFTE,UG12MN
201867,NULL,NULL,8650,131
201885,NULL,22682,12985,29991
201928,NULL,4618,3951,13527
201946,NULL,11075,7015,4011
201955,NULL,12829,5815,6073
201964,25623,NULL,9093,4877
201973,NULL,6616,2500,8394
201982,7322,NULL,13509,66
202046,32535,NULL,21619,642
202073,34581,NULL,27043,220
202134,NULL,15124,10167,14283
202152,NULL,8172,5466,230
202161,18965,NULL,12111,554
202170,21629,NULL,20808,1061
202222,NULL,5883,3049,46553
202356,NULL,5144,2701,35558
202435,26585,NULL,24448,130
202453,8724,NULL,3345,65
202480,31187,NULL,18873,8857
202514,26086,NULL,15894,605
202523,25177,NULL,18193,2376
202648,NULL,11144,2619,4088
202657,NULL,23083,6720,536
202684,16595,NULL,20362,438
202763,23589,NULL,15140,3736
202806,18684,NULL,14134,5273
202888,8817,NULL,3083,96
202903,9113,NULL,5173,346
202912,18614,NULL,15637,525
202949,NULL,17580,12109,290
202985,NULL,14156,7516,105
203030,NULL,11691,1168,210
203067,NULL,NULL,5979,NULL
203085,23299,NULL,13103,1196
203128,21099,NULL,16145,1404
203146,27111,NULL,12405,666
203155,NULL,12653,5239,4377
203234,18347,NULL,8248,216
203289,17577,NULL,15084,82
203331,NULL,3084,3770,15938
203368,27855,NULL,15430,3267
203386,25712,NULL,18176,3363
203438,11112,NULL,10786,222
203447,NULL,8101,6633,3320
203456,NULL,9448,6955,2316
203465,NULL,8157,6270,7411
203474,NULL,7735,6562,4029
203483,NULL,7708,5936,2964
203492,NULL,8925,6066,2604
203517,NULL,17807,9849,26517
203526,NULL,8852,6377,3772
203535,28961,NULL,30723,1768
203544,18520,NULL,12903,897
203580,19985,NULL,11579,1021
203599,NULL,7960,2111,10085
203614,NULL,5601,4536,549
203678,NULL,8040,3439,5315
203720,20403,NULL,13413,409
203739,17572,NULL,7628,386
203748,NULL,3220,2182,15589
203757,17706,NULL,12665,1156
203775,18889,NULL,11545,1491
203845,19793,NULL,16544,1203
203881,NULL,6302,3141,3490
203942,NULL,11852,7873,133
203960,23736,NULL,14706,1648
203997,NULL,NULL,4079,NULL
204006,NULL,10140,6652,3423
204015,NULL,12147,9027,2473
204024,NULL,21758,18359,18422
204121,7826,NULL,13063,95
204158,NULL,11855,7345,458
204176,18336,NULL,16478,1100
204185,22302,NULL,13780,2156
204194,20503,NULL,11240,2167
204200,18270,NULL,16239,1463
204255,NULL,5751,3459,2991
204264,18153,NULL,11316,1688
204334,12427,NULL,10570,178
204422,NULL,3411,3442,3814
204431,5661,NULL,5729,29
204440,NULL,8480,5061,5591
204459,NULL,19535,5737,149
204468,21651,NULL,12656,1997
204477,NULL,NULL,36848,NULL
204486,19034,NULL,9681,4639
204501,35555,NULL,30337,2947
204608,22074,NULL,31089,1144
204617,19397,NULL,12829,1329
204635,22854,NULL,16291,2364
204662,NULL,17445,7058,764
204671,NULL,12947,6638,1182
204680,NULL,15911,6130,1322
204699,NULL,12052,6189,1452
204705,NULL,15269,6369,3004
204714,7916,NULL,3403,154
204723,12893,NULL,8991,249
204769,17689,NULL,13382,259
204778,14260,NULL,10743,137
204796,NULL,17704,15164,49274
204802,NULL,6677,3524,721
204820,NULL,7590,3090,2137
204839,NULL,7069,2972,1674
204848,NULL,7682,4785,2070
204857,NULL,22453,11399,25968
204866,NULL,7482,3591,1439
204884,14824,NULL,12509,300
204893,8667,NULL,7596,95
204909,25390,NULL,12634,1603
204936,23863,NULL,14994,2644
204945,NULL,7644,4053,17116
204963,15452,NULL,10367,58
204981,NULL,16695,5966,130
204990,NULL,NULL,12787,NULL
205027,37217,NULL,22384,91
205054,33489,NULL,9801,726
205090,NULL,NULL,7346,52
205124,5896,NULL,9641,38
205142,10067,NULL,12733,211
205179,22448,NULL,9749,971
205203,35675,NULL,4636,2197
205391,30346,NULL,27948,216
205443,NULL,15013,6158,3864
205470,NULL,4898,2310,31708
205559,23869,NULL,9045,290
205841,NULL,5157,3169,14472
205887,17704,NULL,13864,1152
205957,23964,NULL,15451,2497
205966,NULL,6937,3526,3790
206011,NULL,11307,3109,2972
206039,9600,NULL,9161,53
206048,20923,NULL,11180,2605
206084,NULL,16374,10533,17937
206154,NULL,NULL,9940,45
206172,NULL,NULL,10960,176
206181,NULL,13989,11137,210
206279,22360,NULL,17216,1260
206288,NULL,NULL,11962,NULL
206321,NULL,9210,4708,296
206330,21413,NULL,5014,2921
206349,17464,NULL,18255,806
206394,24345,NULL,19719,180
206437,19307,NULL,12313,2162
206446,NULL,7321,3002,2280
206491,13637,NULL,16692,673
206507,20681,NULL,10755,1282
206516,NULL,NULL,12182,NULL
206525,23431,NULL,13842,1987
206589,24806,NULL,18550,2154
206604,NULL,15530,10588,13002
206613,NULL,10575,5782,1641
206622,31305,NULL,18013,4993
206695,NULL,11595,7355,12839
206817,20689,NULL,8680,1048
206835,26279,NULL,12661,1276
206862,17644,NULL,12701,1805
206880,12875,NULL,6530,92
206905,NULL,3098,2646,101
206914,NULL,9571,5387,5228
206923,NULL,4805,1608,2613
206932,8989,NULL,9240,453
206941,NULL,16572,7624,16678
206996,NULL,9652,1969,2981
207041,NULL,10000,5914,3567
207050,NULL,4634,3372,1977
207069,NULL,5644,2040,2784
207087,16801,NULL,8235,58
207102,13451,NULL,6364,145
207157,16852,NULL,10568,312
207209,NULL,13770,4271,2337
207236,NULL,11612,3058,2898
207254,25930,NULL,21295,1637
207263,NULL,9463,5699,7933
207272,5916,NULL,3206,53
207281,NULL,6829,4622,6109
207290,NULL,9483,1777,2663
207306,NULL,9408,5130,2148
207315,NULL,NULL,21390,NULL
207324,19791,NULL,10301,2119
207342,NULL,NULL,14716,945
207351,NULL,8329,5177,1357
207388,NULL,14878,10616,22753
207397,NULL,7007,2435,8546
207403,18173,NULL,10873,2088
207449,NULL,7883,2980,17875
207458,25024,NULL,17739,1882
207500,NULL,20780,13551,24339
207564,NULL,5992,3030,3290
207582,21557,NULL,12476,3693
207661,NULL,14188,5847,4564
207670,NULL,9170,1480,10242
207704,9805,NULL,18623,26
207722,NULL,7931,2848,987
207740,NULL,10393,3094,2155
207786,4288,NULL,13440,25
207847,NULL,8508,7040,3733
207856,12604,NULL,10034,712
207865,NULL,12115,5672,5297
207935,NULL,6904,1197,23778
207962,27442,NULL,14843,1390
207971,22817,NULL,19087,3601
208017,5503,NULL,4478,26
208035,NULL,5082,2751,1832
208044,18126,NULL,6847,43
208053,NULL,1989,5728,310
208187,10637,NULL,6099,227
208275,NULL,12012,4297,3692
208318,NULL,10289,2456,8732
208390,NULL,6099,2634,17590
208406,NULL,5719,5348,13712
208415,NULL,9453,2070,2054
208433,9188,NULL,7796,98
208479,23122,NULL,13944,932
208488,19870,NULL,14476,1711
208512,19989,NULL,12452,424
208637,NULL,NULL,18079,359
208646,NULL,15205,7197,4318
208725,14675,NULL,8688,89
208822,29119,NULL,18343,2838
208859,8607,NULL,14669,51
209038,NULL,6009,8813,15685
209056,35919,NULL,24584,2240
209065,27369,NULL,20770,1585
209074,NULL,9228,3855,11238
209083,12207,NULL,6863,113
209153,8855,NULL,11875,65
209205,10284,NULL,8598,95
209241,25952,NULL,17387,53
209250,NULL,7229,3017,15579
209287,24349,NULL,10171,448
209296,NULL,NULL,24272,40
209409,19916,NULL,10051,933
209490,NULL,NULL,27683,876
209506,NULL,17083,7737,8042
209533,28568,NULL,25289,116
209542,NULL,19969,12147,31121
209551,NULL,16355,17072,21184
209603,28399,NULL,20652,450
209612,31450,NULL,24321,1965
209667,7942,NULL,13272,87
209676,9945,NULL,15395,169
209694,8350,NULL,17695,60
209700,8348,NULL,7270,210
209719,13555,NULL,5299,68
209746,NULL,8505,3576,48270
209807,NULL,13856,9467,26501
209825,33959,NULL,22941,4241
209922,33495,NULL,33701,1506
209940,NULL,8030,5299,8762
210076,19927,NULL,15206,1509
210146,NULL,9707,6570,6594
210155,NULL,9298,2720,2603
210234,NULL,11042,5158,3443
210270,NULL,9260,2754,3232
210304,24566,NULL,16183,678
210331,22411,NULL,11424,1097
210340,8237,NULL,6821,72
210368,NULL,NULL,13083,NULL
210401,29386,NULL,23252,2002
210429,NULL,16308,7578,5370
210438,NULL,NULL,21910,200
210474,16563,NULL,15318,103
210492,19048,NULL,13171,365
210508,NULL,NULL,0,NULL
210571,23124,NULL,14336,2111
210599,15072,NULL,7312,626
210605,NULL,9292,2834,26337
210669,23927,NULL,17759,1859
210711,15131,NULL,12507,107
210739,26971,NULL,16062,2849
210748,35575,NULL,9774,90
210775,27362,NULL,17256,2730
210784,17327,NULL,12780,299
210809,NULL,NULL,10812,13805
211006,12054,NULL,11394,468
211024,23481,NULL,9032,671
211079,NULL,9311,7929,3248
211088,24659,NULL,17159,2543
211130,NULL,NULL,10869,NULL
211149,NULL,NULL,0,247
211158,NULL,19539,9003,9353
211273,29334,NULL,24505,1419
211291,39294,NULL,35034,3742
211307,NULL,7722,5951,13401
211316,10603,NULL,11932,100
211334,10304,NULL,8141,52
211343,NULL,4800,5192,4592
211352,26400,NULL,15245,1587
211361,NULL,19068,9071,6650
211431,19725,NULL,19080,1626
211440,32674,NULL,40199,7288
211468,21239,NULL,18240,1665
211477,17936,NULL,22820,1674
211556,23892,NULL,17678,1470
211583,25248,NULL,15722,1551
211608,NULL,15411,3374,765
211635,NULL,NULL,10390,183
211644,NULL,19836,8200,4910
211802,20006,NULL,8514,259
211893,18232,NULL,3843,131
211909,21968,NULL,6273,152
211927,NULL,10931,3458,16794
211981,28393,NULL,17309,2237
212009,31491,NULL,27866,2435
212018,NULL,NULL,37241,NULL
212045,24516,NULL,13161,390
212054,33631,NULL,27607,17010
212106,29622,NULL,22779,6451
212115,NULL,17022,8383,6776
212133,23529,NULL,11737,2225
212160,NULL,16604,8616,4674
212197,27017,NULL,20368,1682
212230,15985,NULL,9967,63
212267,16661,NULL,10155,163
212276,16182,NULL,10337,134
212294,15848,NULL,9889,80
212300,15064,NULL,10435,81
212328,16743,NULL,10016,165
212337,15127,NULL,10053,216
212355,16370,NULL,10074,217
212373,17686,NULL,10476,47
212382,16624,NULL,10122,224
212391,16544,NULL,10374,182
212434,13504,NULL,5309,462
212443,NULL,NULL,11431,NULL
212452,21877,NULL,5566,81
212568,NULL,NULL,14074,265
212577,26479,NULL,30199,2486
212601,21526,NULL,17123,3304
212656,19782,NULL,12990,1547
212674,27803,NULL,29804,2643
212753,16790,NULL,10460,220
212771,NULL,NULL,8537,162
212805,NULL,NULL,17121,2404
212832,23213,NULL,18197,2672
212869,23841,NULL,16343,1693
212878,NULL,12147,5412,26634
212911,28799,NULL,29650,1367
212975,32719,NULL,84878,373
212984,14230,NULL,15958,2348
212993,21424,NULL,20287,83
213011,31337,NULL,16308,1821
213020,NULL,21615,9792,11408
213163,NULL,NULL,9062,46
213181,15631,NULL,7219,537
213215,16722,NULL,21171,184
213233,18417,NULL,17792,505
213251,24345,NULL,17817,1552
213303,22493,NULL,13668,1648
213321,26746,NULL,18400,2329
213330,11801,NULL,16443,28
213349,NULL,22282,8513,7861
213358,19947,NULL,15301,1585
213367,24590,NULL,14379,4328
213376,17840,NULL,11880,3454
213385,29884,NULL,31923,2647
213400,21009,NULL,12902,1886
213446,NULL,NULL,10931,NULL
213455,12540,NULL,4830,269
213473,20841,NULL,12511,275
213491,16438,NULL,6737,66
213507,27203,NULL,17489,1845
213525,NULL,6487,5167,9970
213534,19075,NULL,14887,1666
213543,30832,NULL,29693,5356
213552,19072,NULL,4607,100
213570,25721,NULL,11102,764
213589,21953,NULL,10584,406
213598,NULL,14180,6113,2190
213613,NULL,19965,8282,3722
213622,23319,NULL,12467,94
213631,NULL,NULL,3904,NULL
213659,NULL,7855,6709,7656
213668,19449,NULL,10560,1341
213774,16749,NULL,17917,766
213783,NULL,20234,7601,1981
213826,23367,NULL,16780,2036
213914,14967,NULL,15387,453
213932,NULL,NULL,15702,143
213987,24592,NULL,14672,2623
213996,26919,NULL,17305,2836
214023,8906,NULL,8775,32
214041,NULL,21923,9808,7659
214069,24023,NULL,16709,2333
214111,NULL,9381,5606,16842
214148,34595,NULL,27793,385
214157,29680,NULL,18729,2223
214166,21832,NULL,13948,2856
214175,30684,NULL,24266,2481
214272,24043,NULL,19698,2311
214290,8022,NULL,7295,1069
214379,NULL,8523,4452,13833
214476,28325,NULL,764,83
214528,20247,NULL,9705,529
214564,NULL,NULL,23126,NULL
214582,17580,NULL,20584,780
214591,NULL,25123,6895,4659
214607,NULL,NULL,18473,NULL
214616,NULL,NULL,105598,NULL
214625,NULL,18179,7691,747
214634,NULL,13983,9547,595
214643,NULL,17473,7950,529
214652,NULL,18177,5497,1131
214670,NULL,19666,6139,1060
214689,NULL,24274,6005,3690
214698,NULL,16297,8055,735
214704,NULL,24278,5994,3012
214713,NULL,23152,6235,4710
214731,NULL,21923,5863,1587
214740,NULL,19266,7662,672
214759,NULL,16294,6850,719
214768,NULL,20141,8142,868
214777,NULL,30996,29309,43389
214786,NULL,17400,10673,553
214795,NULL,20785,7576,1038
214801,NULL,19796,5114,4570
214810,NULL,17654,6746,830
214829,NULL,20644,6203,1114
214883,6296,NULL,15882,2065
214892,14338,NULL,9251,315
214944,20712,NULL,15463,527
214971,38942,NULL,22298,190
215008,24503,NULL,9253,109
215044,21396,NULL,10420,296
215053,25966,NULL,22986,274
215062,25033,NULL,40773,13644
215105,37830,NULL,22027,1741
215114,19413,NULL,8907,1072
215123,NULL,NULL,37019,NULL
215132,31534,NULL,27115,1191
215239,NULL,7553,2444,24443
215266,NULL,18506,9851,1478
215275,NULL,18836,11728,1639
215284,NULL,20210,12084,2912
215293,NULL,28758,18384,20887
215309,NULL,16207,11101,326
215336,14659,NULL,6081,74
215381,29076,NULL,16734,1053
215390,NULL,NULL,9908,327
215415,24303,NULL,10288,2546
215424,NULL,NULL,2189,NULL
215442,19174,NULL,15639,3846
215479,NULL,NULL,8749,64
215530,8958,NULL,11587,118
215585,NULL,10752,6334,5925
215594,16375,NULL,9915,526
215619,NULL,NULL,14959,NULL
215628,NULL,NULL,4795,NULL
215637,32550,NULL,28284,336
215655,26027,NULL,19074,4640
215682,16619,NULL,10827,636
215691,19635,NULL,13160,721
215743,27221,NULL,14425,2799
215770,33742,NULL,22994,5372
215798,21537,NULL,13333,1736
215813,NULL,NULL,24409,NULL
215886,NULL,14622,5948,73
215929,35313,NULL,21654,3861
215947,23733,NULL,13807,3273
215974,23914,NULL,12576,355
215983,25893,NULL,12212,65
215992,8167,NULL,9775,277
216010,NULL,21822,8869,5999
216038,NULL,19614,8186,8573
216047,37986,NULL,17704,113
216074,13584,NULL,13797,170
216083,17717,NULL,14209,554
216162,NULL,NULL,5303,284
216223,17433,NULL,14005,80
216278,25521,NULL,17425,2449
216287,21067,NULL,28252,1653
216296,NULL,7872,5784,1246
216311,10570,NULL,13542,116
216339,NULL,23536,22861,31942
216348,NULL,NULL,3217,NULL
216357,21556,NULL,13078,825
216366,25743,NULL,27768,4000
216418,20865,NULL,9246,557
216427,17660,NULL,8818,107
216436,19620,NULL,12525,251
216445,16186,NULL,11504,230
216454,20325,NULL,12137,215
216463,NULL,NULL,3403,NULL
216524,29143,NULL,18792,1532
216542,19612,NULL,11902,816
216551,35905,NULL,25452,315
216579,22366,NULL,11422,159
216597,40134,NULL,28878,7826
216630,NULL,NULL,7072,74
216667,28287,NULL,19772,1444
216694,18931,NULL,12116,1433
216746,18335,NULL,10343,122
216764,NULL,22101,9999,15898
216773,15384,NULL,9994,114
216782,28641,NULL,26175,354
216807,21198,NULL,11949,1230
216816,NULL,NULL,10546,NULL
216825,NULL,7648,5436,7708
216852,31305,NULL,19740,3773
216931,26563,NULL,17704,2748
216940,NULL,NULL,21,263
217013,20077,NULL,10450,968
217040,10125,NULL,23153,38
217059,20741,NULL,14971,4504
217077,15327,NULL,10554,1467
217156,31685,NULL,37898,7490
217165,38050,NULL,24792,3562
217235,26880,NULL,14500,8440
217305,30805,NULL,17658,3606
217323,13111,NULL,14431,699
217402,38990,NULL,26713,4533
217420,NULL,10523,6657,7990
217475,NULL,5826,3296,19389
217484,NULL,20334,13880,16983
217493,42484,NULL,40914,2018
217518,36142,NULL,19077,5313
217536,31816,NULL,18445,2019
217572,NULL,NULL,17149,135
217581,16719,NULL,10778,139
217606,24809,NULL,10315,351
217615,NULL,1543,3406,3297
217624,14790,NULL,10769,612
217633,21562,NULL,14915,3361
217688,17561,NULL,12182,3870
217712,NULL,7054,3567,3341
217721,24725,NULL,11276,2291
217749,12565,NULL,10145,2913
217776,17188,NULL,12219,1499
217794,19327,NULL,12698,190
217819,NULL,18783,14090,11003
217828,16482,NULL,5468,73
217837,NULL,3554,1813,1564
217864,NULL,17837,11712,3132
217873,19396,NULL,11519,2230
217882,NULL,18252,16731,21256
217891,16129,NULL,13534,216
217907,17979,NULL,12295,1180
217925,17481,NULL,11086,597
217934,16034,NULL,10898,1680
217961,18841,NULL,8785,979
217989,NULL,11844,2309,863
217998,30264,NULL,8741,662
218025,NULL,7740,2762,7283
218043,18928,NULL,12977,193
218061,NULL,12528,6763,3774
218070,27487,NULL,22524,2821
218113,NULL,6899,3071,15700
218140,NULL,5206,3983,9056
218159,16496,NULL,9610,163
218195,17387,NULL,7794,168
218229,NULL,15083,5691,2947
218238,24083,NULL,13130,2861
218335,NULL,NULL,27536,394
218353,NULL,5005,4343,14571
218399,16814,NULL,12869,830
218414,21571,NULL,10825,1294
218441,20025,NULL,10052,2528
218487,NULL,7550,2298,3324
218520,NULL,10017,3221,6206
218539,18851,NULL,17015,1043
218645,NULL,14969,6189,3714
218654,NULL,16738,6555,2368
218663,NULL,19219,13541,27615
218672,NULL,7942,2792,2668
218681,NULL,11614,2147,1181
218690,NULL,10129,2940,1241
218706,NULL,11146,1622,1167
218724,NULL,16188,13122,10708
218733,NULL,21467,9866,2728
218742,NULL,15506,6512,6704
218751,NULL,NULL,24559,NULL
218821,12451,NULL,8998,826
218830,NULL,3860,3913,6452
218858,NULL,5191,2223,4943
218867,14343,NULL,9204,35
218885,NULL,7694,3467,7784
218894,NULL,4409,3999,18207
218919,18489,NULL,9641,510
218955,NULL,7646,653,1005
218964,NULL,17592,8456,5572
218973,25374,NULL,16769,1717
218991,NULL,7186,3476,6117
219000,22891,NULL,13518,1825
219037,8428,NULL,4020,107
219046,NULL,16073,6273,5402
219082,NULL,17244,7485,4297
219091,22388,NULL,11013,1004
219125,9914,NULL,6526,150
219143,NULL,12437,5405,2462
219170,NULL,NULL,2429,31
219189,NULL,12725,5455,1441
219198,19682,NULL,10438,1362
219204,19620,NULL,9197,9076
219213,18378,NULL,99736,92
219240,NULL,NULL,6065,NULL
219259,NULL,15934,5465,4414
219277,NULL,-1133,2604,1778
219295,20699,NULL,15055,922
219338,NULL,NULL,750,16
219347,NULL,19078,9975,2732
219356,NULL,19503,8550,13097
219374,11906,NULL,1611,761
219383,20989,NULL,11334,1643
219392,NULL,NULL,1423,23
219408,NULL,6649,1276,285
219426,NULL,13779,6359,2926
219453,10797,NULL,4901,175
219471,NULL,18075,8338,9512
219480,NULL,15987,7018,1522
219505,22343,NULL,11667,135
219587,15465,NULL,7777,84
219596,NULL,5451,349,735
219602,NULL,13018,5870,11013
219639,12193,NULL,15362,1293
219709,35861,NULL,25214,6804
219718,15776,NULL,11430,5595
219790,15741,NULL,10625,1543
219806,18906,NULL,10574,1830
219824,NULL,6902,3203,10770
219833,10829,NULL,13251,1970
219842,NULL,NULL,6839,273
219851,20083,NULL,14579,32
219879,NULL,4991,2174,3883
219888,NULL,6097,2513,7703
219903,23784,NULL,12009,2461
219921,NULL,6319,1839,453
219949,21948,NULL,7605,2145
219976,24334,NULL,19419,3553
219994,NULL,8474,3014,1058
220002,23505,NULL,20228,433
220057,NULL,6153,2286,3493
220075,NULL,11206,8802,12575
220118,21903,NULL,16919,466
220127,NULL,9968,448,776
220163,15339,NULL,8905,46
220181,29114,NULL,8505,673
220206,21879,NULL,9680,392
220215,17010,NULL,8938,1601
220251,NULL,11161,549,400
220279,NULL,7688,278,821
220312,14494,NULL,10039,315
220321,NULL,11471,311,1491
220394,NULL,5168,320,264
220400,NULL,7477,2128,6263
220464,14974,NULL,8814,193
220473,18428,NULL,11158,909
220491,19864,NULL,9263,298
220516,21302,NULL,10414,2494
220552,19413,NULL,25258,2387
220598,13385,NULL,9279,1604
220604,9239,NULL,10055,1008
220613,18485,NULL,11264,5409
220631,15053,NULL,26566,2083
220640,NULL,6913,646,1158
220701,18723,NULL,9919,1070
220710,17524,NULL,9866,1240
220756,NULL,1467,831,253
220765,14444,NULL,6677,444
220792,NULL,NULL,49087,NULL
220808,NULL,NULL,25149,291
220853,NULL,6434,2046,1634
220862,NULL,13048,7992,19958
220871,NULL,NULL,12783,NULL
220978,NULL,12712,7078,22481
220996,NULL,NULL,43238,NULL
221050,NULL,9675,905,1122
221096,NULL,6463,2127,8014
221102,NULL,6176,1064,973
221148,19896,NULL,12494,2395
221157,23234,NULL,3275,148
221184,NULL,7117,2216,11197
221236,NULL,10165,1209,539
221281,NULL,8019,915,459
221333,NULL,4863,841,1197
221351,26077,NULL,18944,2051
221388,NULL,7245,2066,340
221397,NULL,3703,2238,7014
221430,NULL,13602,731,524
