"STABBR","ZIP2","UNITID","COUNTYCD","treat_pu4_i","lag.OpenDoor_pu4_i","lag.Doct_Res_pu4_i","lag.net_price_pu4_i","treat_priv4_i","lag.OpenDoor_priv4_i","lag.Doct_Res_priv4_i","lag.net_price_priv4_i","treat_profit4_i","lag.OpenDoor_profit4_i","lag.Doct_Res_profit4_i","lag.net_price_profit4_i","treat_i","mean_cost_all_i","prop_pub_neigh","net_price_i","cost_attndce_i","instate_tui_fees_i","outstate_tui_fees_i","net_tuition_rev_i","instruct_expendts_i","fac_salary_month_i","prop_fac_fulltime_i","prop_Pell_grant_i","prop_loan_i","transf_rate_FTE_i","non_resident_alien_i","distance_only_i","White_i","Black_i","Hispanic_i","Asian_i","race_other_i","prop_part_time_i","undup_count_i","med_debt_grads_i","med_debt_nongrads_i","med_debt_1st_gen_i","med_debt_cont_gen_i","prop_adlts_up_HS_c","unemplymnt_rate_c","prop_poverty_c","death_rate_c","prop_net_migration_c","LONGITUD","LATITUDE","New_Eng_i","Mid_East_i","Great_Lakes_i","Plains_i","Southeast_i","Southwest_i","Rocky_Mount_i","Far_West_i","Rural_i","net_price_t0","county","White_z","Black_z","Hispanic_z","Asian_z","other_z","citzn_born_abroad_z","rent_income_ratio_z","single_mother_hshld_z","Bach_or_more_z","Gini_z","prop_crime_z","med_rent_z","med_income_z","prop_EITC_z","Rank_s","State.Gross.Domestic.Product_s","Absolute.Domestic.Migration_s","Non.Farm.Payroll_s","core_lower_div_s","common_numberg_s","Asocc_degree_gtd_s","reverse_trsnfer_s","race_other_z","state_sup_per_inhabi_s","Need_based_s","Nonneed_based_s","Nongrant_Aid_s","neigh_i","prop_pub_neigh_i","prop_pri_NoProf_neigh_i","prop_Profit_neigh_i","tot_living_oncampus","total_students","pct_living_on_campus_i","prop_inst_aid_i","prop_Research_all_i","prop_OpenDoor_all_i","Northeast","Midwest","South","West"
"TN","38024","220057","47045",0,0,0,,0,0,0,,0,0,0,,0,,,6620,13002,4235,16523,2286,5939,6097,0.3494,0.61,0.1287,0.3041,0.0025,0,0.7351,0.1861,0.0287,0.0059,0.0442,0.4144,3493,4012,7500,4000,4500,0.546,0.046,0.184,0.123,-0.013,-89.390791,36.047565,0,0,0,0,1,0,0,0,0,5503,"47045",0.762159214830971,0.17360959651036,0.0285350781533988,0.00712468193384224,0.0285714285714279,0.0447163087083985,0.153271028037383,0.318310301507538,0.206661294654848,0.4731,0.110107015457788,607,21533,0.29,42,40,43,39,1,1,1,1,0.0285714285714279,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,528,0,0.33,,,0,0,1,0
"TN","38059","221236","47045",0,0,0,,0,0,0,,0,0,0,,0,,,10632,,,,1209,4358,5085.65062668422,0.619757487551785,0.69,0,0,0,0,0.7778,0.188,0.0228,0,0.0114,0.2621,539,6219.33287834463,9776.62282015825,6410.09455798853,5804.43926486621,0.546,0.046,0.184,0.123,-0.013,-89.257582,36.120067,0,0,0,0,1,0,0,0,0,9118,"47045",0.931965982991496,0.0295147573786893,0.0152576288144072,0.000625312656328164,0.0226363181590793,0.0428277962951578,0.0374832663989291,0.144865786109928,0.164841611263199,0.4063,0.110107015457788,671,22324,0.248,42,40,43,39,1,1,1,1,0.0226363181590793,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,75,0,0.03,,,0,0,1,0
"TN","38063","221388","47097",0,0,0,,0,0,0,,0,0,0,,0,,,7712,,,,2066,3784,4441.49534327768,0.602351247825595,0.86,0,0,0,0,0.4333,0.52,0.04,0,0.00669999999999993,0.0867,340,4705.25620191345,7543.60754750879,4953.76315950625,4630.35103654049,0.676,0.058,0.249,0.108,-0.038,-89.519264,35.779827,0,0,0,0,1,0,0,0,0,5597,,0.303116233636592,0.398233316479428,0.262127174030607,0,,0.0311253182821676,0.259910202159661,0.535829274319439,0,0.48887725696105,0.0620970311099193,273.508191467676,7192.91793466018,0.436311063666379,42,40,43,39,1,1,1,1,0.0365232758533727,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,36,0,0.01,,,0,0,1,0
"TN","38075","221634","47069",0,0,0,,0,0,0,,0,0,0,,0,,,9103,,,,1494,6123,4765.14615800668,0.585516973203808,0.76,0,0,0,0,0.3903,0.5465,0.0483,0,0.0149,0.4349,372,4837.91515267285,7721.42292348709,5076.32232594913,4770.86365930664,0.685,0.049,0.235,0.116,-0.057,-89.159449,35.319574,0,0,0,0,1,0,0,0,0,6694,,0.315789220580571,0.376100496686483,0.270141538138977,0,,0.0419419487388686,0.260075767334191,0.515921606789837,0,0.485400688075543,0.0594869048334501,350.810004879462,9150.35352007614,0.417659725751431,42,40,43,39,1,1,1,1,0.0379687445939682,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,15,0,0.04,,,0,0,1,0
"TN","38103","221485","47157",1,0,1,13921,6,0.166666666666667,0,16718.6666666667,1,1,0,21929,8,17522.8888888889,0.125,5930,11496,4255,16543,2191,4473,5581,0.4107,0.62,0,0.0702,0.0084,0,0.2527,0.6259,0.0595,0.0206,0.0413,0.4409,12720,4778.52855589227,7597.69615984165,4920.30079102898,4724.87241546174,0.393,0.042,0.217,0.089,-0.038,-90.036723,35.138532,0,0,0,0,1,0,0,0,0,4918,"47157",0.559269599335999,0.304006640006036,0.0411227646570588,0.0778691616992379,0.0177318343016684,0.0786879507744195,0.205299439896596,0.244221105527638,0.63348505838116,0.5215,0.0549719728024117,1126,28815.5136543181,0.067,42,40,43,39,1,1,1,1,0.0177318343016684,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,0.125,0.75,0.125,,1558,0,0.09,0.125,0.25,0,0,1,0
"TN","38105","220853","47157",1,0,1,13921,6,0.166666666666667,0,16718.6666666667,1,1,0,21929,8,17522.8888888889,0.125,6901,,,,2046,4011,5695.43118978079,0.520740194658648,0.64,0,0.0223,0,0,0.1731,0.6959,0.0533,0.0155,0.0622,0.1254,1634,4638.04266223448,7403.28168440582,4841.74526030603,4706.79018212658,0.393,0.042,0.217,0.089,-0.038,-90.039188,35.150262,0,0,0,0,1,0,0,0,0,5681,"47157",0.0950172078407901,0.769714200209487,0.0641927278168487,0.0517731557683675,0.0193027083645066,0.0394491804572378,0.298380878951426,0.69050894085282,0.193621867881549,0.5084,0.0549719728024117,601,14827,0.425,42,40,43,39,1,1,1,1,0.0193027083645066,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,0.125,0.75,0.125,,149,0,0,0.125,0.25,0,0,1,0
"TN","38201","220756","47017",0,0,0,,1,0,0,14294,0,0,0,,1,14294,0,1934,,,,831,4917,4868.05213092161,0.62470899165016,0.8,0,0,0,0,0.8667,0.06,0.02,0,0.0533,0.0267,253,6014.76216488777,9477.58651140381,6218.94874577994,5639.81771650547,0.595,0.05,0.186,0.146,0.101,-88.492615,36.137048,0,0,0,0,1,0,0,0,1,3577,"47017",0.872774040364068,0.0807281361297982,0.0147407993668381,0.00108824693312228,0.0306687772061733,0.0445676848385591,0.261395348837209,0.286692340607617,0.192196311537875,0.422,0.0657227757385073,589,22273.9699283664,0.245,42,40,43,39,1,1,1,1,0.0306687772061733,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,0,1,0,,33,0,0,0,0,0,0,1,0
"TN","38242","221281","47079",0,0,0,,0,0,0,,0,0,0,,0,,,8486,,,,915,6376,4924.47770453641,0.614452987618028,0.78,0,0,0,0,0.8314,0.1188,0.0153,0,0.0345,0.1264,459,5577.76858430332,8843.93507112727,5779.88442582855,5248.50381999789,0.612,0.042,0.188,0.146,0.032,-88.296432,36.296408,0,0,0,0,1,0,0,0,0,8270,"47079",0.83011816988183,0.126350873649126,0.0212604787395213,0.00267649732350268,0.01959398040602,0.0465825269076109,0.209147771696638,0.322514752610077,0.165286855482934,0.471,0.0716556539084902,599,21066.8435284518,0.256,42,40,43,39,1,1,1,1,0.01959398040602,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,37,0,0.06,,,0,0,1,0
"TN","38301","220400","47113",0,0,0,,3,0.333333333333333,0,17569,0,0,0,,3,17569,0,7944,14396,4221,16509,2128,4651,6230,0.3716,0.69,0,0.1095,0,0,0.6987,0.2068,0.0334,0.007,0.0541,0.3329,6263,5231.63700380536,8293.4178196972,5422.86851175266,5009.9689483425,0.462,0.038,0.178,0.11,-0.002,-88.780005,35.645571,0,0,0,0,1,0,0,0,0,7688,,0.613418288961587,0.177300026620075,0.196154408574437,0,,0.0533092285812373,0.226837855492716,0.342836285947337,0.127160183679676,0.452515588389984,0.0540133151253381,592.280173730968,18226.8433320194,0.280391074899918,42,40,43,39,1,1,1,1,0.0131272758439017,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,0,1,0,,962,0,0.06,0,0.333333333333333,0,0,1,0
"TN","38301","221616","47113",0,0,0,,3,0.333333333333333,0,17569,0,0,0,,3,17569,0,7841,,,,860,5302,5188.42108158872,0.588237598563686,0.66,0,0,0,0,0.7026,0.2302,0.0288,0.0048,0.0336,0.0216,1290,5218.35313332555,8287.76851237082,5425.34989071069,4977.22182547079,0.462,0.038,0.178,0.11,-0.002,-88.919805,35.606795,0,0,0,0,1,0,0,0,0,6693,,0.592277940109299,0.197687483139361,0.192708369947981,0,,0.0395075346447199,0.225171186078587,0.366299489538165,0.0869592052380795,0.456153523365928,0.0579977085010257,490.278538441532,15585.2560530742,0.30551795315581,42,40,43,39,1,1,1,1,0.0173262068033596,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,0,1,0,,103,0,0.07,0,0.333333333333333,0,0,1,0
"TN","38327","221430","47071",0,0,0,,0,0,0,,0,0,0,,0,,,14069,,,,731,5296,4773.85190708972,0.615833926092647,0.68,0,0,0,0,0.9002,0.0586,0.0174,0.0022,0.0216,0.6291,524,5555.02931857866,8797.93247551988,5772.12887889192,5271.67373988711,0.625,0.044,0.203,0.144,0.027,-88.319153,35.221452,0,0,0,0,1,0,0,0,0,4949,"47071",0.904328018223235,0,0,0,0.0956719817767649,0.0348773518246306,0.293103448275862,0.67948717948718,0.0295081967213115,0.4841,0.0761830876648565,483,15332,0.273,42,40,43,39,1,1,1,1,0.0956719817767649,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,22,0,0.04,,,0,0,1,0
"TN","38401","219888","47119",0,0,0,,0,0,0,,0,0,0,,0,,,6564,12803,4269,16557,2513,4861,4945,0.327,0.47,0.127,0.0757,0.0031,0,0.7912,0.0811,0.0695,0.0123,0.0458999999999999,0.371,7703,5638,9431,6424,5000,0.464,0.032,0.108,0.104,0.186,-87.101917,35.616757,0,0,0,0,1,0,0,0,0,6017,,0.811584755508237,0.0355634915328069,0.152851752958956,0,,0.0498287797107999,0.198983893105302,0.229247642899792,0.182249585576758,0.429646220532549,0.0539355378265212,677.204447151625,22381.9656672146,0.201617197437858,42,40,43,39,1,1,1,1,0,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,1474,0,0.03,,,0,0,1,0
"TN","38462","220321","47101",0,0,0,,0,0,0,,0,0,0,,0,,,11938,,,,311,4176,4766.28747210219,0.622605182658277,0.58,0,0,0,0,0.9976,0,0.0024,0,0,0.064,1491,5060.71444826,8084.6023626794,5277.383422686,4713.06439949058,0.567,0.045,0.175,0.124,0.054,-87.573757,35.551687,0,0,0,0,1,0,0,0,0,9878,,0.708828545015445,0.139886321803879,0.149710407117209,0,,0.0177059088821238,0.205866030488336,0.322807066248707,0.0727125838865613,0.446494154867343,0.0624423365828394,409.993198850133,14919.1330577398,0.284330832512942,42,40,43,39,1,1,1,1,0.00157472606346687,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,92,0,0.09,,,0,0,1,0
"TN","38478","221333","47055",0,0,0,,1,0,0,19320,0,0,0,,1,19320,0,5330,,,,841,5481,5273.90787719036,0.597406468358689,0.58,0,0,0.0035,0,0.8768,0.0704,0.0352,0.007,0.0105999999999999,0.2746,1197,5316.99367637938,8445.71860161495,5511.3032736345,4975.01818095673,0.586,0.037,0.145,0.132,0.054,-87.007818,35.191308,0,0,0,0,1,0,0,0,0,6391,"47055",0.807137563422838,0.12730175018528,0.0237728749786215,0.00872242175474602,0.0330653896585145,0.0385308812907088,0.162284678150499,0.278647775292071,0.150332295785312,0.4352,0.073542539311955,611,22648.1016981291,0.224,42,40,43,39,1,1,1,1,0.0330653896585145,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,0,1,0,,82,0,0.14,0,0,0,0,1,0
"TN","38555","221591","47035",0,0,0,,0,0,0,,0,0,0,,0,,,12104,,,,343,6810,5004.65983508241,0.617584873966783,0.7,0,0,0,0,0.9576,0.0056,0.0254,0.0028,0.00859999999999994,0.113,675,5504.42998102738,8728.85946841279,5706.86272881294,5116.07194218758,0.54,0.044,0.144,0.141,0.171,-85.039137,35.946609,0,0,0,0,1,0,0,0,0,8411,"47035",0.919393004115226,0.00823045267489712,0.0611111111111111,0.00164609053497942,0.00961934156378641,0.0421013785595414,0.16323731138546,0.328480436760692,0.170861026062281,0.4803,0.0752356997416286,604,21945.1033334342,0.26,42,40,43,39,1,1,1,1,0.00961934156378641,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,0,,,,,36,0,0.24,,,0,0,1,0
"TN","38570","220640","47133",1,0,0,14410,0,0,0,,0,0,0,,1,14410,1,7380,,,,646,4742,5105.04356353872,0.603808887531364,0.57,0,0,0.0024,0,0.8979,0.0119,0.0428,0.0024,0.0449999999999999,0.209,1158,4731.03473038743,7600.18642052473,4933.49673205259,4388.13520574418,0.656,0.038,0.15,0.153,0.081,-85.317248,36.39594,0,0,0,0,1,0,0,0,0,4186,"47133",0.947698522376953,0.019028383118954,0.0167960029765069,0.00318911448921016,0.013287977038376,0.0321287080458135,0.16607460035524,0.151072124756335,0.138053370353232,0.4828,0.036248012718601,518,21196,0.246,42,40,43,39,1,1,1,1,0.013287977038376,281.854983633453,179.642087388152,513.487035464699,48.6741558356737,1,1,0,0,,101,0,0.02,0,0,0,0,1,0
"TX","75020","225070","48181",0,0,0,,1,0,0,21008,0,0,0,,1,21008,0,9371,13947,2040,4056,1697,6656,5941,0.4739,0.58,0.1342,0.1597,0.01,0,0.675,0.0971,0.1165,0.0161,0.0952999999999999,0.5228,5542,6749,10250,6749,6625,0.423,0.033,0.123,0.116,0.193,-96.633891,33.70574,0,0,0,0,0,1,0,0,0,8044,"48181",0.786293393057111,0.071578947368421,0.090481522956327,0.009003359462486,0.042642777155655,0.05858582088416,0.242715231788079,0.290795387922611,0.209921433673138,0.4579,0.0617602022215201,743,23407,0.242,50,44,50,49,1,1,0,1,0.042642777155655,261.340664593016,363.150037322717,0,64.3230370028081,1,0,1,0,53,350,0.151428571428571,0.05,0,0,0,0,1,0
"TX","75038","227191","48113",3,0,0.666666666666667,10825.3333333333,13,0.307692307692308,0.0769230769230769,20987.5384615385,4,0.5,0,25827,20,19213.2905982906,0.15,5655,10219,1770,5220,1988,5380,7651,0.2623,0.46,0.0754,0.2165,0.0087,0,0.1699,0.1912,0.4034,0.1622,0.0733,0.8218,19158,6497,9500,6649,5500,0.439,0.038,0.142,0.064,-0.048,-96.967098,32.871872,0,0,0,0,0,1,0,0,0,6020,"48113",0.20183517187869,0.24558917788348,0.229194076173127,0.284923928077455,0.038457645987248,0.115198242557995,0.162443828281863,0.284062541058994,0.465355903690464,0.426,0.0328836768063783,898,30722,0.242,50,44,50,49,1,1,0,1,0.038457645987248,261.340664593016,363.150037322717,0,64.3230370028081,1,0.15,0.65,0.2,,122,0,0.05,0.15,0.3,0,0,1,0
"TX","75069","247834","48085",1,0,1,14763,1,0,0,21319,1,1,0,23149,3,19743.6666666667,0.333333333333333,6459,10317,1504,4864,1802,4656,7619,0.3515,0.28,0.0976,0.3388,0.0299,0,0.4569,0.1273,0.2192,0.1038,0.0928,0.6024,45468,4500,8478,4500,4430,0.211,0.033,0.064,0.048,0.264,-96.63894,33.16241,0,0,0,0,0,1,0,0,0,6018,"48085",0.542005793902607,0.093806042212719,0.336487791419506,0.0101807145813216,0.0175196578838465,0.0772797442997846,0.274154782887358,0.253671271619711,0.312014771916572,0.4997,0.0239901219155191,926,26240,0.17,50,44,50,49,1,1,0,1,0.0175196578838465,261.340664593016,363.150037322717,0,64.3230370028081,1,0.333333333333333,0.333333333333333,0.333333333333333,,946,0,0.02,0.333333333333333,0.333333333333333,0,0,1,0
"TX","75110","227146","48349",0,0,0,,0,0,0,,0,0,0,,0,,,14044,15930,2430,5610,2523,3287,6452,0.3005,0.47,0.2322,0.2426,0.0088,0,0.5681,0.1665,0.1961,0.0097,0.0596,0.6364,12684,8063,11710,8150,7714,0.511,0.037,0.2,0.104,0.131,-96.498731,32.076061,0,0,0,0,0,1,0,0,0,13796,"48349",0.484536442334543,0.178371963138788,0.302987992180955,0.010297402960067,0.023806199385647,0.0723140033752406,0.218867924528302,0.315768516060526,0.162586452958612,0.4551,0.0665674664682663,694,21124,0.307,50,44,50,49,1,1,0,1,0.023806199385647,261.340664593016,363.150037322717,0,64.3230370028081,0,,,,298,635,0.469291338582677,0.11,,,0,0,1,0
"TX","75134","223773","48113",1,0,0,4513,8,0.25,0.125,21794.625,3,0.666666666666667,0,21046,12,15784.5416666667,0.0833333333333333,8281,12922,1770,5220,1187,5020,7419,0.3,0.5,0.1584,0.1727,0.0023,0,0.1967,0.4091,0.3049,0.037,0.0523,0.8247,15356,5500,9440,5500,5500,0.439,0.038,0.142,0.064,-0.048,-96.763413,32.62568,0,0,0,0,0,1,0,0,0,7886,"48113",0.0901060896387344,0.670187409449923,0.212599897181848,0.00238351170724868,0.0247230920222459,0.0599518651763526,0.30295652173913,0.427947598253275,0.158243840808591,0.3978,0.0328836768063783,916,26409.2458392126,0.348,50,44,50,49,1,1,0,1,0.0247230920222459,261.340664593016,363.150037322717,0,64.3230370028081,1,0.0833333333333333,0.666666666666667,0.25,,244,0,0.09,0.0833333333333333,0.333333333333333,0,0,1,0
"TX","75150","224572","48113",2,0,0.5,9638,9,0.222222222222222,0.111111111111111,21423.1111111111,4,0.75,0,21571.75,15,17544.287037037,0.133333333333333,5807,10618,1770,5220,1200,3994,7643,0.2705,0.48,0.0871,0.1452,0.0019,0,0.1753,0.2239,0.4905,0.052,0.0583,0.8107,28043,5500,9000,5500,5577,0.439,0.038,0.142,0.064,-0.048,-96.659462,32.815673,0,0,0,0,0,1,0,0,0,6495,"48113",0.373754316724223,0.18317710902812,0.389870087156718,0.0378227265252426,0.0153757605656963,0.0948010695622806,0.229602825880934,0.336623773429696,0.176164974822157,0.3966,0.0328836768063783,942,26149,0.272,50,44,50,49,1,1,0,1,0.0153757605656963,261.340664593016,363.150037322717,0,64.3230370028081,1,0.133333333333333,0.6,0.266666666666667,,210,0,0.05,0.133333333333333,0.333333333333333,0,0,1,0
"TX","75202","224615","48113",3,0,0.666666666666667,10825.3333333333,9,0.222222222222222,0.111111111111111,21423.1111111111,5,0.6,0,23615,17,18621.1481481481,0.176470588235294,6614,11550,1770,5220,1311,6285,7281,0.3106,0.56,0.1094,0.1239,0.0056,0,0.1717,0.2465,0.4481,0.066,0.0677,0.8395,20107,6086,9500,6000,6478,0.439,0.038,0.142,0.064,-0.048,-96.805353,32.779811,0,0,0,0,0,1,0,0,0,5611,"48113",0.552130553037171,0.1441523118767,0.14233907524932,0.0738893925657298,0.0874886672710793,0.124609847792348,0.165568369028007,0.15702479338843,0.733150684931507,0.4008,0.0328836768063783,1379,55471,0.066,50,44,50,49,1,1,0,1,0.0874886672710793,261.340664593016,363.150037322717,0,64.3230370028081,1,0.176470588235294,0.529411764705882,0.294117647058824,,105,0,0.09,0.176470588235294,0.294117647058824,0,0,1,0
"TX","75211","226930","48113",3,0,0.666666666666667,10825.3333333333,13,0.307692307692308,0.0769230769230769,20987.5384615385,5,0.6,0,23615,21,18475.9572649573,0.142857142857143,5473,10235,1770,5220,1344,4267,7677,0.2788,0.54,0.07,0.1032,0.0154,0,0.0849,0.2074,0.5936,0.0549,0.0592,0.8301,17981,5500,8844,5500,5661,0.439,0.038,0.142,0.064,-0.048,-96.903565,32.726735,0,0,0,0,0,1,0,0,0,5499,"48113",0.0991463526573216,0.0655511991712671,0.82538912419192,0.00723830004851759,0.00267502393097374,0.120170876379541,0.227749708511465,0.30272137150466,0.0692254806666509,0.4037,0.0328836768063783,787,20518,0.303,50,44,50,49,1,1,0,1,0.00267502393097374,261.340664593016,363.150037322717,0,64.3230370028081,1,0.142857142857143,0.619047619047619,0.238095238095238,,278,0,0.2,0.142857142857143,0.333333333333333,0,0,1,0
"TX","75243","227766","48113",2,0,0.5,9638,9,0.222222222222222,0.111111111111111,21423.1111111111,5,0.6,0,23615,16,18225.3703703704,0.125,5274,10283,1770,5220,1680,4763,8052,0.2311,0.35,0.0732,0.1942,0.0047,0,0.2014,0.207,0.3642,0.1476,0.0798,0.8085,34357,5500,9033,5500,5500,0.439,0.038,0.142,0.064,-0.048,-96.730498,32.922135,0,0,0,0,0,1,0,0,0,5216,"48113",0.25044783897339,0.406263231606032,0.250154708008989,0.0689183467413608,0.0242158746702282,0.115215527469803,0.226533851458596,0.38386054732736,0.270021053753698,0.5045,0.0328836768063783,745,23564,0.317,50,44,50,49,1,1,0,1,0.0242158746702282,261.340664593016,363.150037322717,0,64.3230370028081,1,0.125,0.5625,0.3125,,189,0,0.07,0.125,0.3125,0,0,1,0
"TX","75244","223524","48113",2,0,0.5,9638,11,0.181818181818182,0.0909090909090909,21143.0909090909,5,0.6,0,23615,18,18132.0303030303,0.111111111111111,7075,11667,1770,5220,2002,4985,7607,0.2193,0.33,0.0911,0.1935,0.0048,0,0.2301,0.1799,0.4088,0.1118,0.0694,0.863,25870,6500,10500,6822,5500,0.439,0.038,0.142,0.064,-0.048,-96.850152,32.928231,0,0,0,0,0,1,0,0,0,5894,"48113",0.631188675005618,0.0761740693581005,0.196914088832297,0.0657628642049285,0.029960302599056,0.115109199523924,0.134090102873359,0.208734270910437,0.606191577042919,0.4697,0.0328836768063783,1194,45276,0.082,50,44,50,49,1,1,0,1,0.029960302599056,261.340664593016,363.150037322717,0,64.3230370028081,1,0.111111111111111,0.611111111111111,0.277777777777778,,118,0,0.07,0.111111111111111,0.277777777777778,0,0,1,0
"TX","75455","227225","48449",0,0,0,,0,0,0,,0,0,0,,0,,,8564,13323,2849,6149,2595,8049,6209,1,0.62,0.1428,0.1278,0.0334,0,0.5061,0.1203,0.2978,0.0076,0.0682,0.3473,4506,9500,12250,9500,8000,0.569,0.05,0.186,0.084,-0.025,-94.881855,33.104931,0,0,0,0,0,1,0,0,0,8166,"48449",0.448621466967227,0.0955782902722386,0.432495231489509,0.00905149991329981,0.0142535113577256,0.0934392820276205,0.127325208466966,0.166647093364651,0.156059991892987,0.4376,0.0687994601558187,633,22034,0.292,50,44,50,49,1,1,0,1,0.0142535113577256,261.340664593016,363.150037322717,0,64.3230370028081,0,,,,79,331,0.238670694864048,0.12,,,0,0,1,0
"TX","75460","227401","48277",0,0,0,,0,0,0,,0,0,0,,0,,,6967,12416,2400,5400,2257,4040,6208,0.4438,0.66,0,0.2135,0,0,0.6225,0.1334,0.1908,0.0093,0.0439999999999999,0.4666,6529,3500,4750,4726.22613302333,4380.18746862812,0.49,0.038,0.144,0.123,0.033,-95.529177,33.650929,0,0,0,0,0,1,0,0,0,7004,"48277",0.64026402640264,0.241414682008741,0.056997591651057,0.010971367407011,0.0503523325305509,0.0503465186391145,0.282169521299956,0.558028919330289,0.124020534990543,0.4821,0.0430860510171133,641,20260.5972754238,0.353,50,44,50,49,1,1,0,1,0.0503523325305509,261.340664593016,363.150037322717,0,64.3230370028081,0,,,,105,483,0.217391304347826,0.32,,,0,0,1,0
"TX","75599","228699","48037",1,0,0,11780,0,0,0,,0,0,0,,1,11780,1,6922,12127,2236,4756,2263,5135,5685,0.5689,0.76,0.1619,0.0565,0.0121,0,0.5481,0.2962,0.0707,0.0069,0.0780999999999999,0.4722,5579,7706,9500,7895,6750,0.466,0.049,0.191,0.117,0.022,-94.078,33.441868,0,0,0,0,0,1,0,0,0,6942,,0.479235678763211,0.181663803165444,0.255031616318585,0,,0.0564070376523312,0.227901249248398,0.383396885235206,0.0867201984278514,0.457593518350974,0.0594512766686214,543.357636688125,15791.9420871156,0.324349702039918,50,44,50,49,1,1,0,1,0.0840689017527599,261.340664593016,363.150037322717,0,64.3230370028081,1,1,0,0,,333,0,0.19,0,0,0,0,1,0
"TX","75633","227386","48365",0,0,0,,0,0,0,,0,0,0,,0,,,8008,13366,1920,4152,2276,4695,6058,1,0.58,0.2361,0,0.0206,0,0.5552,0.2469,0.151,0.0077,0.0392,0.4134,3522,6622,13250,6503,7000,0.498,0.041,0.157,0.112,-0.028,-94.356355,32.156214,0,0,0,0,0,1,0,0,0,7240,"48365",0.696651875756353,0.191542288557214,0.102796826677424,0.00679037246201425,0.00221863654699472,0.0422215028297485,0.0951310861423221,0.269332627118644,0.141956813720426,0.4547,0.0572326242941451,677,22747.1515514437,0.231,50,44,50,49,1,1,0,1,0.00221863654699472,261.340664593016,363.150037322717,0,64.3230370028081,0,,,,80,279,0.28673835125448,0.42,,,0,0,1,0
"TX","75662","226019","48183",0,0,0,,1,0,0,21381,0,0,0,,1,21381,0,6426,13738,1896,4992,2134,4958,5504,0.435,0.53,0.2417,0.2421,0.0385,0,0.4753,0.213,0.2035,0.0092,0.099,0.3836,6680,9500,14250,9500,6500,0.449,0.041,0.151,0.11,0.01,-94.871468,32.377821,0,0,0,0,0,1,0,0,0,6981,"48183",0.661653838563252,0.137162028813894,0.169370436155516,0.0199723702388001,0.011841326228538,0.0626088926850733,0.171322160148976,0.291529152915292,0.171365122447721,0.4073,0.0676494651677222,726,24169.6303148484,0.246,50,44,50,49,1,1,0,1,0.011841326228538,261.340664593016,363.150037322717,0,64.3230370028081,1,0,1,0,139,563,0.246891651865009,0.3,0,0,0,0,1,0
"TX","75751","225308","48213",0,0,0,,0,0,0,,0,0,0,,0,,,9179,12671,2640,5970,2082,5094,5842,1,0.56,0.2113,0.1962,5e-04,0,0.5581,0.1744,0.0146,0.0071,0.2458,0.5045,9678,6900,10250,7027,6000,0.502,0.037,0.194,0.141,0.172,-95.858513,32.196596,0,0,0,0,0,1,0,0,0,7515,"48213",0.628985847671619,0.132010100416936,0.215338540137413,0.0137999882553291,0.00986552351870285,0.0686091701578486,0.208726945569051,0.205093224192815,0.176902597998715,0.5058,0.0655725558478124,732,20603,0.268,50,44,50,49,1,1,0,1,0.00986552351870285,261.340664593016,363.150037322717,0,64.3230370028081,0,,,,88,480,0.183333333333333,0.4,,,0,0,1,0
"TX","75902","222822","48005",0,0,0,,0,0,0,,0,0,0,,0,,,9205,11815,2640,5550,1998,4919,6146,1,0.75,0,0.1865,6e-04,0,0.4977,0.1447,0.3118,0.0064,0.0394,0.5359,6831,6157.61745881139,9580.85170410511,6366.23535088776,5980.06405544238,0.508,0.043,0.179,0.112,-0.101,-94.731625,31.287444,0,0,0,0,0,1,0,0,0,8431,,0.462613975391899,0.191656369051314,0.2843042714487,0,,0.069791689290694,0.236367998798051,0.3798048939288,0.102686491988036,0.457932998118261,0.054875959870704,611.891836952633,16932.6992125716,0.318405945207271,50,44,50,49,1,1,0,1,0.0614253841080867,261.340664593016,363.150037322717,0,64.3230370028081,0,,,,45,389,0.115681233933162,0.27,,,0,0,1,0
