"STABBR","ZIP2","UNITID","COUNTYCD","treat_pu4_i","lag.OpenDoor_pu4_i","lag.Doct_Res_pu4_i","lag.net_price_pu4_i","treat_priv4_i","lag.OpenDoor_priv4_i","lag.Doct_Res_priv4_i","lag.net_price_priv4_i","treat_profit4_i","lag.OpenDoor_profit4_i","lag.Doct_Res_profit4_i","lag.net_price_profit4_i","treat_i","mean_cost_all_i","prop_pub_neigh","net_price_i","cost_attndce_i","instate_tui_fees_i","outstate_tui_fees_i","net_tuition_rev_i","instruct_expendts_i","fac_salary_month_i","prop_fac_fulltime_i","prop_Pell_grant_i","prop_loan_i","transf_rate_FTE_i","non_resident_alien_i","distance_only_i","White_i","Black_i","Hispanic_i","Asian_i","race_other_i","prop_part_time_i","undup_count_i","med_debt_grads_i","med_debt_nongrads_i","med_debt_1st_gen_i","med_debt_cont_gen_i","prop_adlts_up_HS_c","unemplymnt_rate_c","prop_poverty_c","death_rate_c","prop_net_migration_c","LONGITUD","LATITUDE","New_Eng_i","Mid_East_i","Great_Lakes_i","Plains_i","Southeast_i","Southwest_i","Rocky_Mount_i","Far_West_i","Rural_i","net_price_t0","county","White_z","Black_z","Hispanic_z","Asian_z","other_z","citzn_born_abroad_z","rent_income_ratio_z","single_mother_hshld_z","Bach_or_more_z","Gini_z","prop_crime_z","med_rent_z","med_income_z","prop_EITC_z","Rank_s","State.Gross.Domestic.Product_s","Absolute.Domestic.Migration_s","Non.Farm.Payroll_s","core_lower_div_s","common_numberg_s","Asocc_degree_gtd_s","reverse_trsnfer_s","race_other_z","state_sup_per_inhabi_s","Need_based_s","Nonneed_based_s","Nongrant_Aid_s","neigh_i","prop_pub_neigh_i","prop_pri_NoProf_neigh_i","prop_Profit_neigh_i","tot_living_oncampus","total_students","pct_living_on_campus_i","prop_inst_aid_i","prop_Research_all_i","prop_OpenDoor_all_i","Northeast","Midwest","South","West"
"CA","92020","115296","06073",3,0.333333333333333,0.666666666666667,11360.3333333333,6,0.5,0.166666666666667,29090.5,7,0.428571428571429,0,25220.1428571429,16,21890.3253968254,0.1875,3375,10090,1386,7196,365,3745,7763,0.3371,0.44,0.0189,0.1371,0.0328,0,0.3845,0.0621,0.3607,0.0808,0.1119,0.6367,25781,4500,4833,4500,4500,0.313,0.034,0.115,0.068,-0.016,-117.006277,32.815246,0,0,0,0,0,0,0,1,0,3011,"06073",0.596165592127587,0.0543773328808958,0.247997964031218,0.0404818459450288,0.0609772650152703,0.149086388774296,0.356253704801423,0.247512791358727,0.23413771583108,0.4695,0.0255257305237825,1114,22052,0.248,34,46,3,43,1,0,0,0,0.0609772650152703,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.1875,0.375,0.4375,,1117,0,0,0.1875,0.4375,0,0,0,1
"CA","92069","120971","06073",3,0.333333333333333,0.333333333333333,9123,4,0.75,0,26699,1,0,0,31825,8,22549,0.375,4528,11440,1338,8702,1036,6636,10290,0.2608,0.34,0.0068,0.123,0.0105,0,0.3651,0.0308,0.4458,0.063,0.0953000000000001,0.6458,35282,3500,7240.5296986211,3725,3500,0.313,0.034,0.115,0.068,-0.016,-117.183978,33.149483,0,0,0,0,0,0,0,1,0,3066,"06073",0.397863030426376,0.0266815915335301,0.45576472982599,0.0863539228655744,0.0333367253485295,0.153105709241659,0.233505624809973,0.22311320754717,0.227762368573824,0.4374,0.025437738082053,1233,25657,0.151,34,46,3,43,1,0,0,0,0.0333367253485295,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.375,0.5,0.125,,1761,0,0.11,0.125,0.5,0,0,0,1
"CA","92101","122339","06073",3,0.333333333333333,0.666666666666667,11360.3333333333,6,0.5,0.166666666666667,29090.5,7,0.428571428571429,0,25220.1428571429,16,21890.3253968254,0.1875,6139,13223,1144,7024,674,5236,8994,0.303,0.57,0.0223,0.0869,0.0051,0,0.2204,0.0921,0.51,0.1022,0.0752999999999999,0.7663,25489,3692,6875,3875,3500,0.313,0.034,0.115,0.068,-0.016,-117.152733,32.717403,0,0,0,0,0,0,0,1,0,4804,"06073",0.590163934426229,0.0799283647885384,0.2185424989668,0.077145612343298,0.0342195894751345,0.1472246978731,0.239078583981923,0.401618929016189,0.548993793492571,0.5196,0.0299851093173619,1332,38963,0.098,34,46,3,43,1,0,0,0,0.0342195894751345,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.1875,0.375,0.4375,,727,0,0,0.1875,0.4375,0,0,0,1
"CA","92126","122384","06073",4,0.25,0.5,11277.5,9,0.555555555555556,0.111111111111111,28408.2222222222,7,0.428571428571429,0,25220.1428571429,20,21635.2883597884,0.2,6622,12995,1144,7024,584,4721,8933,0.2386,0.32,0.0114,0.0908,0.0047,0,0.3624,0.0472,0.2782,0.2037,0.1085,0.7981,27682,4413,6750,4500,3500,0.313,0.034,0.115,0.068,-0.016,-117.120261,32.909757,0,0,0,0,0,0,0,1,0,5384,"06073",0.296938019072987,0.0431717950973124,0.138875975323223,0.457525537448642,0.0634886730578356,0.311051292254524,0.212831462905949,0.166085946573751,0.43540517209023,0.3556,0.0221123930255536,1748,31696,0.118,34,46,3,43,1,0,0,0,0.0634886730578356,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.2,0.45,0.35,,402,0,0,0.15,0.45,0,0,0,1
"CA","92225","120953","06065",0,0,0,,0,0,0,,0,0,0,,0,,,9731,14670,1288,9120,429,5150,9118,0.3776,0.48,0,0.0417,8e-04,0,0.432,0.0876,0.3531,0.0534,0.0739,0.8843,6809,6261.02653913573,9671.06047804945,6418.70975294082,6215.15925795079,0.452,0.045,0.127,0.074,0.079,-114.651698,33.661538,0,0,0,0,0,0,0,1,0,8428,"06025",0.293458682950402,0.129069103369503,0.535518165443922,0.0189342353819795,0.0230198128541935,0.0967011943569265,0.207764952780693,0.291828793774319,0.0883561223864124,0.4607,0.0658147151458229,711,23261.9160809919,0.339,34,46,3,43,1,0,0,0,0.0230198128541935,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,48,0,0,,,0,0,0,1
"CA","92251","115861","06025",0,0,0,,0,0,0,,0,0,0,,0,,,1999,9822,1125,6093,567,9013,8664,0.5886,0.81,0,0.0607,6e-04,0,0.0398,0.015,0.9185,0.0069,0.0198,0.4829,9028,6302.08060937976,9692.17902505284,6460.23792542258,6449.32973318415,0.555,0.189,0.214,0.062,-0.098,-115.503563,32.827209,0,0,0,0,0,0,0,1,0,3306,"06025",0.164848644149472,0.0697419722258729,0.722390152012967,0.0171288386559776,0.0258903929557105,0.170112142020831,0.144209759650401,0.0844977807003123,0.156884561891516,0.3356,0.0265962615992793,1141,32801.2024883504,0.233,34,46,3,43,1,0,0,0,0.0258903929557105,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,998,0,0,,,0,0,0,1
"CA","92252","395362","06071",0,0,0,,0,0,0,,0,0,0,,0,,,8522,14741,1112,8672,232,6356,9050,0.2347,0.76,0.0597,0.1745,0,0,0.4714,0.0607,0.3513,0.03,0.0866,0.6146,2442,5885,10136.6904656967,6681.63098913624,6399.96993039476,0.47,0.041,0.149,0.071,0.008,-116.213939,34.140464,0,0,0,0,0,0,0,1,0,6766,"06071",0.727159515453413,0.0184535265481716,0.198233895618703,0.0280765311898562,0.0280765311898562,0.0688135617353328,0.194285714285714,0.213623978201635,0.209917096824652,0.4489,0.0522098550897461,826,21716,0.264,34,46,3,43,1,0,0,0,0.0280765311898562,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,96,0,0.06,,,0,0,0,1
"CA","92260","113573","06065",0,0,0,,0,0,0,,0,0,0,,0,,,9751,16693,1335,8615,722,7327,9826,0.2906,0.59,0,0.0663,0.0107,0,0.1669,0.0269,0.7283,0.0309,0.047,0.5696,14142,5835,9338.97814153125,6161.96058463928,6015.16391525126,0.452,0.045,0.127,0.074,0.079,-116.388271,33.732108,0,0,0,0,0,0,0,1,0,8226,"06065",0.630293012772352,0.0132231404958678,0.29610818933133,0.0387077385424493,0.021667918858001,0.127361362853043,0.222627182991648,0.249306967288856,0.329863164951299,0.5058,0.0309922263560065,1090,30660.1022559369,0.149,34,46,3,43,1,0,0,0,0.021667918858001,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,1484,0,0.25,,,0,0,0,1
"CA","92311","109907","06071",0,0,0,,0,0,0,,0,0,0,,0,,,9114,16152,1104,6720,412,4017,9621,0.2806,0.72,0,0.1121,0.0033,0,0.2903,0.1573,0.4116,0.0375,0.1033,0.5678,4588,6482.34312803704,10002.2672426462,6636.47944770631,6471.95774360646,0.47,0.041,0.149,0.071,0.008,-117.023412,34.870285,0,0,0,0,0,0,0,1,0,7923,"06071",0.344726214514788,0.114918636417627,0.45293384012353,0.0239042641643901,0.0635170447796649,0.0979958512811976,0.328301200436522,0.364819277108434,0.111948276739806,0.437,0.0522373755302296,743,21447,0.323,34,46,3,43,1,0,0,0,0.0635170447796649,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,239,0,0.15,,,0,0,0,1
"CA","92339","113111","06071",2,0,0.5,10431.5,1,0,0,29520,1,1,0,21656,4,20535.8333333333,0.5,15328,21636,1144,8104,616,4025,9425,0.158,0.32,0,0.0833,0.0018,0,0.36,0.0344,0.4852,0.059,0.0614,0.6656,8833,6269.72441860072,9719.50411353018,6377.1933760971,6115.82319750462,0.47,0.041,0.149,0.071,0.008,-117.101173,34.039178,0,0,0,0,0,0,0,1,0,13314,"06071",0.892023346303502,0,0.0865758754863813,0.0155642023346304,0.00583657587548625,0.0565861346082836,0.217054263565891,0.157894736842105,0.356338028169014,0.4662,0.0372273488902511,1182,31462.2180353808,0.13,34,46,3,43,1,0,0,0,0.00583657587548625,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.5,0.25,0.25,,328,0,0.03,0.25,0.25,0,0,0,1
"CA","92395","125091","06071",0,0,0,,0,0,0,,0,0,0,,0,,,9032,15376,1126,6214,416,5152,9283,0.2044,0.65,0,0.1186,0.0014,0,0.2444,0.0978,0.5725,0.0228,0.0625,0.6306,16814,6625,8000,6500,7580,0.47,0.041,0.149,0.071,0.008,-117.261456,34.472231,0,0,0,0,0,0,0,1,0,8754,"06071",0.367653010212584,0.138667364962982,0.426786011855167,0.0484443069012307,0.0184493060680363,0.121377795697935,0.379958859829562,0.371817643576081,0.12438265200249,0.4706,0.0304184998998822,1033,21010,0.34,34,46,3,43,1,0,0,0,0.0184493060680363,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,712,0,0.01,,,0,0,0,1
"CA","92410","123527","06071",2,0,0.5,10431.5,3,0,0,28373.6666666667,4,0.75,0,25041.75,9,21282.3055555556,0.222222222222222,7456,14130,1238,5500,602,3717,8899,0.1915,0.53,0,0.0821,0.0029,0,0.1228,0.1142,0.6737,0.0453,0.044,0.6773,19974,3873,7557.50549909935,5025.5205009407,5032.58769480934,0.47,0.041,0.149,0.071,0.008,-117.313248,34.086353,0,0,0,0,0,0,0,1,0,7208,"06071",0.0857511820207869,0.108204369831914,0.756784903459624,0.0217450167669909,0.0275145279206842,0.129652946388691,0.371348707197764,0.462327576214211,0.0499618151854978,0.4491,0.0294861270963316,836,14335,0.413,34,46,3,43,1,0,0,0,0.0275145279206842,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.222222222222222,0.333333333333333,0.444444444444444,,753,0,0,0.111111111111111,0.333333333333333,0,0,0,1
"CA","92506","121901","06065",2,0,0.5,10431.5,3,0,0,28373.6666666667,4,0.75,0,25041.75,9,21282.3055555556,0.222222222222222,6500,13263,1420,9160,742,5149,10874,0.3484,0.51,0.0153,0.1145,0.0145,0,0.1922,0.0735,0.6376,0.0572,0.0395000000000001,0.6797,30088,4750,8000,4750,4500,0.452,0.045,0.127,0.074,0.079,-117.384323,33.970918,0,0,0,0,0,0,0,1,0,5978,"06065",0.555355281445448,0.0431289089645587,0.303617963863794,0.0576137943015983,0.040284051424601,0.109239194315225,0.281241637677281,0.187056037884767,0.391228459902891,0.4328,0.0277549363948637,1248,34416,0.124,34,46,3,43,1,0,0,0,0.040284051424601,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.222222222222222,0.333333333333333,0.444444444444444,,1868,0,0.07,0.111111111111111,0.333333333333333,0,0,0,1
"CA","92551","460394","06065",1,0,1,12344,3,0,0,28373.6666666667,1,1,0,21656,5,20791.2222222222,0.2,5927,12395,1420,9160,689,4688,10489,0.2691,0.58,0.0138,0.0689,0.006,0,0.1471,0.1124,0.6551,0.0471,0.0383,0.7348,15462,5500,8000,5500,7889,0.452,0.045,0.127,0.074,0.079,-117.20271,33.88744,0,0,0,0,0,0,0,1,0,6092,"06065",0.149673845054061,0.197569475471361,0.578649510022935,0.0544187293360736,0.0196884401155695,0.160932450743134,0.313657003143556,0.32963415781059,0.127272727272727,0.3729,0.0255730213100019,1342,21831,0.307,34,46,3,43,1,0,0,0,0.0196884401155695,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.2,0.6,0.2,,756,0,0.47,0.2,0.2,0,0,0,1
"CA","92583","119216","06065",0,0,0,,0,0,0,,0,0,0,,0,,,5167,11773,1386,10026,511,4629,9236,0.1992,0.46,0,0.1325,0,0,0.28,0.0628,0.519,0.0635,0.0747,0.632,20992,7500,9279.1264088263,6161.24471713126,6039.78001814621,0.452,0.045,0.127,0.074,0.079,-116.971169,33.806748,0,0,0,0,0,0,0,1,0,5224,"06065",0.333427619586398,0.0616003520020114,0.53331447608272,0.0216858382047897,0.049971714124081,0.123570647449191,0.337704918032787,0.243957279370433,0.109444415407934,0.4524,0.0300136152472609,891,19946,0.334,34,46,3,43,1,0,0,0,0.049971714124081,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,1171,0,0,,,0,0,0,1
"CA","92618","116439","06059",4,0.5,0.25,7887.25,10,0.2,0,23929,9,0.333333333333333,0,23702.2222222222,23,18506.1574074074,0.173913043478261,2888,10859,1142,8054,1668,4591,10222,0.2556,0.26,0.0102,0.1272,0.0775,0,0.3359,0.0179,0.2437,0.2592,0.1433,0.5787,20065,4500,8560.4405096294,4500,4587,0.32,0.03,0.105,0.066,-0.044,-117.777539,33.675381,0,0,0,0,0,0,0,1,0,3961,"06059",0.468673880924809,0.0352593539112726,0.0639699716487641,0.403505969732061,0.0285908237830933,0.24826667753748,0.156775626785148,0.119441860465116,0.696720850441532,0.3942,0.0263245831936531,2067,65577,0.085,34,46,3,43,1,0,0,0,0.0285908237830933,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.173913043478261,0.434782608695652,0.391304347826087,,701,0,0.08,0.0434782608695652,0.304347826086957,0,0,0,1
"CA","92626","120342","06059",5,0.4,0.2,8194.4,12,0.25,0.0833333333333333,24138.3333333333,12,0.5,0,23109.9166666667,29,18480.8833333333,0.172413793103448,4692,11524,1186,7978,1161,3486,10694,0.3345,0.32,0.0203,0.1058,0.0621,0,0.3091,0.0163,0.346,0.2113,0.1173,0.6125,29007,6248,9500,6291,5750,0.32,0.03,0.105,0.066,-0.044,-117.909086,33.66927,0,0,0,0,0,0,0,1,0,3762,"06059",0.540082596781041,0.0265544791385233,0.253830715195492,0.145084719595507,0.0344474892894368,0.14981669929195,0.208505058074185,0.175020458265139,0.430307739267975,0.4103,0.0221561632391204,1702,38196,0.108,34,46,3,43,1,0,0,0,0.0344474892894368,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.172413793103448,0.413793103448276,0.413793103448276,,1220,0,0,0.0689655172413793,0.379310344827586,0,0,0,1
"CA","92647","115126","06059",7,0.428571428571429,0.142857142857143,7248.28571428571,15,0.266666666666667,0.0666666666666667,24358.7333333333,12,0.5,0,23109.9166666667,34,18238.9785714286,0.205882352941176,4942,11768,1178,7682,1361,4089,10852,0.3094,0.44,0.0186,0.1103,0.0261,0,0.286,0.0202,0.3518,0.2516,0.0904,0.6665,18070,5500,8000,5608,5500,0.32,0.03,0.105,0.066,-0.044,-118.002568,33.732531,0,0,0,0,0,0,0,1,0,4252,"06059",0.532792538342803,0.0111826332556077,0.302620775723341,0.11440441393806,0.0389996387401882,0.140752099180286,0.284735260983853,0.208099865238669,0.347730201209238,0.4213,0.0216583055726521,1513,30881,0.132,34,46,3,43,1,0,0,0,0.0389996387401882,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.205882352941176,0.441176470588235,0.352941176470588,,880,0,0.02,0.0588235294117647,0.382352941176471,0,0,0,1
"CA","92692","122205","06059",2,0.5,0.5,8884.5,6,0,0,26745.5,5,0.4,0,22011.4,13,19213.8,0.153846153846154,6376,13605,1328,9392,1863,5431,10498,0.2678,0.17,0.0136,0.1419,0.0241,0,0.5131,0.0194,0.2693,0.1034,0.0948,0.6895,31229,6500,10000,6500,6500,0.32,0.03,0.105,0.066,-0.044,-117.665584,33.553346,0,0,0,0,0,0,0,1,0,7399,"06059",0.690048170544225,0.0147381367223532,0.152997847699088,0.0986983704007379,0.0435174746335959,0.177128963482215,0.29455216989843,0.115781501467386,0.496773247286594,0.4036,0.0249338271060619,1875,50651.8568707958,0.065,34,46,3,43,1,0,0,0,0.0435174746335959,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.153846153846154,0.461538461538462,0.384615384615385,,432,0,0.01,0.0769230769230769,0.230769230769231,0,0,0,1
"CA","92708","112385","06059",5,0.4,0.2,8194.4,13,0.230769230769231,0.0769230769230769,24229.3846153846,12,0.5,0,23109.9166666667,30,18511.2337606838,0.166666666666667,9986,16173,1150,6526,998,2998,10579,0.1818,0.45,0.028,0.1307,0.0113,0,0.3149,0.0974,0.3086,0.2008,0.0783,0.8693,20123,7055,9500,7055,7182,0.32,0.03,0.105,0.066,-0.044,-117.929143,33.715634,0,0,0,0,0,0,0,1,0,8300,"06059",0.448094178201294,0.00945955345343257,0.176132016415107,0.336074980872226,0.0302392710579404,0.279678154422681,0.289105191256831,0.14638833085859,0.393902616631875,0.4134,0.021243950688064,1696,32884,0.123,34,46,3,43,1,0,0,0,0.0302392710579404,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.166666666666667,0.433333333333333,0.4,,128,0,0.22,0.0666666666666667,0.366666666666667,0,0,0,1
"CA","92832","114859","06059",9,0.333333333333333,0.111111111111111,7510.88888888889,22,0.227272727272727,0.0909090909090909,24159.4545454545,14,0.5,0,23295.2142857143,45,18321.8525733526,0.2,5756,11472,1138,6010,915,5739,11454,0.4101,0.43,0.0439,0.1472,0.0129,0,0.1895,0.0279,0.5582,0.1372,0.0871999999999999,0.6485,33076,5500,8811.20659421117,5500,5500,0.32,0.03,0.105,0.066,-0.044,-117.918255,33.875514,0,0,0,0,0,0,0,1,0,4285,"06059",0.311213542080585,0.0281331955813399,0.539378526583486,0.0900818564730192,0.03119287928157,0.156126200245603,0.191419816138917,0.239429267443884,0.256159442440545,0.4319,0.0244260400115544,1321,25875,0.174,34,46,3,43,1,0,0,0,0.03119287928157,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.2,0.488888888888889,0.311111111111111,,1179,0,0,0.0666666666666667,0.333333333333333,0,0,0,1
"CA","92860","460464","06065",3,0,0.333333333333333,11383,12,0.0833333333333333,0.0833333333333333,27026.5,7,0.714285714285714,0,24630.1428571429,22,21013.2142857143,0.136363636363636,5315,12031,1420,9160,689,3938,10541,0.3021,0.42,0.009,0.0968,0.0045,0,0.2323,0.0606,0.5893,0.086,0.0317999999999999,0.7681,15149,5500,8208.09073588196,5875,4625,0.452,0.045,0.127,0.074,0.079,-117.570212,33.917387,0,0,0,0,0,0,0,1,0,5309,"06065",0.558118932486804,0.0516776789339633,0.314347938429737,0.0378354435052231,0.0380200066442726,0.117324606916703,0.260385756676558,0.11122643141325,0.172282263191354,0.4015,0.026340804122344,1728,44005.6441483566,0.132,34,46,3,43,1,0,0,0,0.0380200066442726,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.136363636363636,0.545454545454545,0.318181818181818,,463,0,0,0.0909090909090909,0.272727272727273,0,0,0,1
"CA","92869","399212","06059",6,0.333333333333333,0.166666666666667,9006.66666666667,14,0.214285714285714,0.0714285714285714,24239.4285714286,12,0.416666666666667,0,24054,32,19100.0317460317,0.1875,4206,10488,1154,8186,639,6318,10756,0.2672,0.33,0.0069,0.1229,0.0109,0,0.3087,0.0218,0.5224,0.0732,0.0739000000000001,0.7143,15808,4500,7966.88412737167,4500,4750,0.32,0.03,0.105,0.066,-0.044,-117.766762,33.795449,0,0,0,0,0,0,0,1,0,4330,"06059",0.455338864346514,0.00826958301907122,0.376090938476457,0.12910785475703,0.0311927594009278,0.166055839041885,0.283338875956102,0.177046145709375,0.378198170258955,0.4187,0.0220859973008193,1613,31659,0.105,34,46,3,43,1,0,0,0,0.0311927594009278,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.1875,0.4375,0.375,,736,0,0.02,0.0625,0.3125,0,0,0,1
"CA","93003","125028","06111",1,0,0,15491,2,0,0,25364,0,0,0,,3,20427.5,0.333333333333333,1714,8563,1388,7050,593,3982,8363,0.3545,0.47,0.0169,0.0645,0.0028,0,0.2617,0.0211,0.6207,0.0425,0.0539999999999999,0.6604,19114,7723,10332,7930,7037,0.345,0.038,0.091,0.073,-0.047,-119.230604,34.277393,0,0,0,0,0,0,0,1,1,1961,"06111",0.610855801660717,0.0194473481785369,0.289994280191712,0.0454626141496223,0.0342399558194119,0.117992397786847,0.26,0.258248847926267,0.348448687350835,0.4121,0.0245877074773081,1494,32614,0.12,34,46,3,43,1,0,0,0,0.0342399558194119,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.333333333333333,0.666666666666667,0,,1008,0,0,0,0,0,0,0,1
"CA","93021","119137","06111",1,0,0,15491,2,0,0,25364,0,0,0,,3,20427.5,0.333333333333333,1739,8543,1388,7050,958,3757,8401,0.3352,0.27,0.013,0.1376,0.0067,0,0.4747,0.02,0.3574,0.0782,0.0697,0.58,20160,7405,9608,7453,6813,0.345,0.038,0.091,0.073,-0.047,-118.834528,34.301146,0,0,0,0,0,0,0,1,1,2283,"06111",0.594933962520001,0.00819027472676484,0.299623030401649,0.0698342960974155,0.0274184362541697,0.127058993335383,0.226267437904049,0.0741194828354882,0.375222853352129,0.3772,0.0211673321758625,1760,35095,0.096,34,46,3,43,1,0,0,0,0.0274184362541697,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.333333333333333,0.666666666666667,0,,919,0,0,0,0,0,0,0,1
"CA","93033","120421","06111",1,0,0,15491,2,0,0,25364,0,0,0,,3,20427.5,0.333333333333333,1698,8458,1388,7050,240,4316,8663,0.4083,0.62,0,0.0302,7e-04,0,0.136,0.0233,0.748,0.0499,0.0427999999999999,0.678,11162,6928,9525.78021730891,6360.26737365149,6307.18195715836,0.345,0.038,0.091,0.073,-0.047,-119.157604,34.166104,0,0,0,0,0,0,0,1,1,1973,"06111",0.0595133462561855,0.0182164056009728,0.824987659077501,0.0795839002131067,0.0176986888522339,0.186057965143865,0.297562233973946,0.230750969375643,0.085072880093627,0.4213,0.0251418347847066,1302,18665,0.233,34,46,3,43,1,0,0,0,0.0176986888522339,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.333333333333333,0.666666666666667,0,,798,0,0,0,0,0,0,0,1
"CA","93109","122889","06083",1,0,1,15801,1,0,0,31039,0,0,0,,2,23420,0.5,9443,15223,1374,8326,2186,7653,9238,0.5186,0.22,0.0815,0.1866,0.0725,0,0.3997,0.0271,0.3637,0.0542,0.1553,0.5212,23001,8000,11839,8000,8000,0.369,0.04,0.126,0.074,-0.037,-119.698045,34.406788,0,0,0,0,0,0,0,1,0,9985,"06083",0.780413021913608,0.0183064297952926,0.132383443051673,0.0339074758769952,0.0349896293624312,0.101473134836013,0.281528662420382,0.206616729088639,0.628176723576176,0.4486,0.017942214858359,2179,40793,0.068,34,46,3,43,1,0,0,0,0.0349896293624312,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,1,0.5,0.5,0,,546,0,0.01,0.5,0,0,0,0,1
"CA","93210","125462","06019",0,0,0,,0,0,0,,0,0,0,,0,,,7688,15115,1380,11130,431,4822,10377,0.2806,0.63,0.0359,0.0836,0.0063,0,0.146,0.0481,0.7349,0.0328,0.0382,0.7093,5439,6379,9500,6000,9500,0.476,0.076,0.213,0.075,-0.005,-120.356747,36.147891,0,0,0,0,0,0,0,1,0,7728,"06019",0.341133972043348,0.073032825506518,0.520025129574368,0.0228783833307157,0.0429296895450503,0.103563781794845,0.16784140969163,0.299227799227799,0.107598927952073,0.4626,0.0579942735207324,787,23433,0.268,34,46,3,43,1,0,0,0,0.0429296895450503,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,29,205,0.141463414634146,0.15,,,0,0,0,1
"CA","93245","448594","06031",0,0,0,,0,0,0,,0,0,0,,0,,,8061,15565,1380,11130,494,5526,10500,0.2614,0.61,0.0242,0.0706,5e-04,0,0.2076,0.0468,0.6391,0.0552,0.0513,0.6142,6364,8014,10932,7640.68817349236,7451.59310776433,0.518,0.079,0.188,0.059,0.018,-119.823866,36.292431,0,0,0,0,0,0,0,1,1,8411,"06031",0.43387526652452,0.0655383795309168,0.376465884861407,0.0619402985074627,0.0621801705756935,0.120007044234693,0.190335612181479,0.290757042253521,0.199696167793786,0.4352,0.0456653567585438,988,26374,0.229,34,46,3,43,1,0,0,0,0.0621801705756935,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,410,0,0.1,,,0,0,0,1
"CA","93257","121363","06107",0,0,0,,0,0,0,,0,0,0,,0,,,5040,11912,1322,7286,366,5561,12818,0.4034,0.74,0,0.0397,0.0017,0,0.1438,0.0093,0.7824,0.0309,0.0336,0.5086,5284,5504.2640454847,8527.54941855801,5672.35780454188,5666.02326215853,0.562,0.098,0.222,0.07,-0.033,-119.014368,36.049256,0,0,0,0,0,0,0,1,0,1659,"06107",0.27248910596506,0.00618754854592609,0.650890612040706,0.0409694703721745,0.0294632630761335,0.112629103826318,0.298608182201603,0.249508145116865,0.100439482123768,0.4587,0.0322129361134709,782,24465.2782451439,0.347,34,46,3,43,1,0,0,0,0.0294632630761335,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,,512,0,0.05,,,0,0,0,1
"CA","93268","124113","06029",0,0,0,,0,0,0,,0,0,0,,0,,,10634,14567,1410,8430,327,5984,9899,0.4173,0.63,0,0.0883,2e-04,0,0.2969,0.0529,0.5868,0.0265,0.0369,0.7606,12213,5942.02419512571,9220.28904380484,6096.93063522776,5939.89246268599,0.539,0.081,0.205,0.073,-0.003,-119.459751,35.149343,0,0,0,0,0,0,0,1,0,5247,"06029",0.619255765802036,0.0121355035371254,0.329671593719446,0.0111002473112095,0.0278368896301832,0.0644274843890467,0.280158444364422,0.282080485952923,0.0727585509006274,0.4552,0.0530151055209186,899,25486.6084422569,0.228,34,46,3,43,1,0,0,0,0.0278368896301832,399.681005039883,605.478196917648,0.657960024850226,0.636209280227078,0,,,,34,322,0.105590062111801,0.35,,,0,0,0,1
